,plnt,prod,ub,pipeline,demand
0,0,Dist_0005,10001.989999999998,40007.95999999999,327.81
1,0,Dist_0009,10001.989999999998,40007.95999999999,223.43
2,1,Dist_0008,10001.989999999998,40007.95999999999,388.59
3,1,Dist_0017,10001.989999999998,80015.91999999998,36.33
4,2,Dist_0001,10001.989999999998,40007.95999999999,832.06
5,2,Dist_0002,10001.989999999998,40007.95999999999,538.0
6,2,Dist_0003,10001.989999999998,40007.95999999999,246.28
7,2,Dist_0004,10001.989999999998,40007.95999999999,246.65
8,2,Dist_0006,10001.989999999998,40007.95999999999,202.42
9,2,Dist_0007,10001.989999999998,40007.95999999999,103.42
10,2,Dist_0010,10001.989999999998,40007.95999999999,136.12
11,2,Dist_0011,10001.989999999998,40007.95999999999,95.48
12,2,Dist_0012,10001.989999999998,40007.95999999999,132.4
13,2,Dist_0013,10001.989999999998,40007.95999999999,688.44
14,2,Dist_0014,10001.989999999998,40007.95999999999,7.62
15,2,Dist_0015,10001.989999999998,40007.95999999999,6.2
16,2,Dist_0016,10001.989999999998,40007.95999999999,37.18
17,2,Dist_0018,10001.989999999998,80015.91999999998,152.11
18,2,Dist_0019,10001.989999999998,80015.91999999998,103.37
19,2,Dist_0020,10001.989999999998,80015.91999999998,10.59
20,2,Dist_0021,10001.989999999998,40007.95999999999,72.11
21,2,Dist_0022,10001.989999999998,40007.95999999999,128.5
22,2,Dist_0023,10001.989999999998,40007.95999999999,76.94
23,2,Dist_0024,10001.989999999998,40007.95999999999,1170.13
24,2,Dist_0025,10001.989999999998,40007.95999999999,367.52
25,2,Dist_0026,10001.989999999998,40007.95999999999,144.38
26,2,Dist_0027,10001.989999999998,40007.95999999999,584.58
27,2,Dist_0028,10001.989999999998,40007.95999999999,344.85
28,2,Dist_0029,10001.989999999998,40007.95999999999,1193.01
29,2,Dist_0030,10001.989999999998,40007.95999999999,119.93
30,2,Dist_0031,10001.989999999998,40007.95999999999,165.95
31,2,Dist_0032,10001.989999999998,40007.95999999999,335.65
32,2,Dist_0033,10001.989999999998,40007.95999999999,421.74
33,2,Dist_0034,10001.989999999998,40007.95999999999,84.66
34,2,Dist_0035,10001.989999999998,40007.95999999999,141.38
35,2,Dist_0036,10001.989999999998,40007.95999999999,136.16
36,3,Manuf_0676,10001.989999999998,60011.93999999999,
37,3,Manuf_0682,10001.989999999998,60011.93999999999,
38,4,Manuf_0658,10001.989999999998,60011.93999999999,
39,4,Manuf_0665,10001.989999999998,60011.93999999999,
40,5,Manuf_0652,10001.989999999998,60011.93999999999,
41,5,Manuf_0653,10001.989999999998,60011.93999999999,
42,5,Manuf_0654,10001.989999999998,60011.93999999999,
43,5,Manuf_0655,10001.989999999998,60011.93999999999,
44,5,Manuf_0656,10001.989999999998,60011.93999999999,
45,5,Manuf_0657,10001.989999999998,60011.93999999999,
46,5,Manuf_0659,10001.989999999998,60011.93999999999,
47,5,Manuf_0660,10001.989999999998,60011.93999999999,
48,5,Manuf_0661,10001.989999999998,60011.93999999999,
49,5,Manuf_0662,10001.989999999998,60011.93999999999,
50,5,Manuf_0663,10001.989999999998,60011.93999999999,
51,5,Manuf_0664,10001.989999999998,60011.93999999999,
52,5,Manuf_0666,10001.989999999998,60011.93999999999,
53,5,Manuf_0667,10001.989999999998,60011.93999999999,
54,5,Manuf_0668,10001.989999999998,60011.93999999999,
55,5,Manuf_0669,10001.989999999998,60011.93999999999,
56,5,Manuf_0670,10001.989999999998,60011.93999999999,
57,5,Manuf_0671,10001.989999999998,60011.93999999999,
58,5,Manuf_0672,10001.989999999998,60011.93999999999,
59,5,Manuf_0673,10001.989999999998,60011.93999999999,
60,5,Manuf_0674,10001.989999999998,60011.93999999999,
61,5,Manuf_0675,10001.989999999998,60011.93999999999,
62,5,Manuf_0677,10001.989999999998,60011.93999999999,
63,5,Manuf_0678,10001.989999999998,60011.93999999999,
64,5,Manuf_0679,10001.989999999998,60011.93999999999,
65,5,Manuf_0680,10001.989999999998,60011.93999999999,
66,5,Manuf_0681,10001.989999999998,60011.93999999999,
67,5,Manuf_0683,10001.989999999998,60011.93999999999,
68,5,Manuf_0684,10001.989999999998,60011.93999999999,
69,5,Manuf_0685,10001.989999999998,60011.93999999999,
70,5,Manuf_0686,10001.989999999998,60011.93999999999,
71,5,Manuf_0687,10001.989999999998,60011.93999999999,
72,6,Trans_0025,10001.989999999998,20003.979999999996,
73,6,Trans_0028,10001.989999999998,20003.979999999996,
74,7,Trans_0001,10001.989999999998,20003.979999999996,
75,7,Trans_0039,10001.989999999998,20003.979999999996,
76,8,Trans_0002,10001.989999999998,20003.979999999996,
77,8,Trans_0003,10001.989999999998,20003.979999999996,
78,8,Trans_0004,10001.989999999998,20003.979999999996,
79,8,Trans_0005,10001.989999999998,20003.979999999996,
80,8,Trans_0006,10001.989999999998,20003.979999999996,
81,8,Trans_0007,10001.989999999998,20003.979999999996,
82,8,Trans_0008,10001.989999999998,20003.979999999996,
83,8,Trans_0009,10001.989999999998,20003.979999999996,
84,8,Trans_0010,10001.989999999998,20003.979999999996,
85,8,Trans_0011,10001.989999999998,20003.979999999996,
86,8,Trans_0012,10001.989999999998,20003.979999999996,
87,8,Trans_0013,10001.989999999998,20003.979999999996,
88,8,Trans_0014,10001.989999999998,20003.979999999996,
89,8,Trans_0015,10001.989999999998,20003.979999999996,
