,plnt,prod,ub,pipeline,demand
0,0,Dist_0009,29803.0,625863.0,227.0
1,0,Dist_0037,29803.0,566257.0,583.0
2,1,Dist_0005,29803.0,596060.0,80.0
3,1,Dist_0049,29803.0,655666.0,163.0
4,2,Dist_0001,29803.0,596060.0,43.0
5,2,Dist_0002,29803.0,655666.0,69.0
6,2,Dist_0003,29803.0,655666.0,49.0
7,2,Dist_0004,29803.0,566257.0,90.0
8,2,Dist_0006,29803.0,685469.0,53.0
9,2,Dist_0007,29803.0,685469.0,96.0
10,2,Dist_0008,29803.0,596060.0,251.0
11,2,Dist_0010,29803.0,715272.0,1532.0
12,2,Dist_0011,29803.0,596060.0,823.0
13,2,Dist_0012,29803.0,685469.0,1616.0
14,2,Dist_0013,29803.0,715272.0,424.0
15,2,Dist_0014,29803.0,596060.0,1602.0
16,2,Dist_0015,29803.0,655666.0,433.0
17,2,Dist_0016,29803.0,625863.0,1228.0
18,2,Dist_0017,29803.0,715272.0,715.0
19,2,Dist_0018,29803.0,655666.0,1479.0
20,2,Dist_0019,29803.0,685469.0,878.0
21,2,Dist_0020,29803.0,625863.0,689.0
22,2,Dist_0021,29803.0,655666.0,41.0
23,2,Dist_0022,29803.0,655666.0,33.0
24,2,Dist_0023,29803.0,625863.0,37.0
25,2,Dist_0024,29803.0,715272.0,27.0
26,2,Dist_0025,29803.0,655666.0,72.0
27,2,Dist_0026,29803.0,685469.0,162.0
28,2,Dist_0027,29803.0,655666.0,71.0
29,2,Dist_0028,29803.0,685469.0,90.0
30,2,Dist_0029,29803.0,685469.0,144.0
31,2,Dist_0030,29803.0,625863.0,605.0
32,2,Dist_0031,29803.0,655666.0,1098.0
33,2,Dist_0032,29803.0,715272.0,520.0
34,2,Dist_0033,29803.0,596060.0,303.0
35,2,Dist_0034,29803.0,655666.0,1204.0
36,2,Dist_0035,29803.0,566257.0,996.0
37,2,Dist_0036,29803.0,566257.0,758.0
38,2,Dist_0038,29803.0,596060.0,1001.0
39,2,Dist_0039,29803.0,715272.0,600.0
40,2,Dist_0040,29803.0,655666.0,261.0
41,2,Dist_0041,29803.0,625863.0,673.0
42,2,Dist_0042,29803.0,596060.0,620.0
43,2,Dist_0043,29803.0,625863.0,1049.0
44,2,Dist_0044,29803.0,715272.0,317.0
45,2,Dist_0045,29803.0,655666.0,1634.0
46,2,Dist_0046,29803.0,625863.0,1003.0
47,2,Dist_0047,29803.0,625863.0,1428.0
48,2,Dist_0048,29803.0,596060.0,450.0
49,2,Dist_0050,29803.0,566257.0,873.0
50,2,Dist_0051,29803.0,625863.0,610.0
51,3,Manuf_0006,29803.0,584138.8,
52,3,Manuf_0009,29803.0,584138.8,
53,4,Manuf_0006,29803.0,584138.8,
54,4,Manuf_0008,29803.0,584138.8,
55,5,Manuf_0003,29803.0,685469.0,
56,5,Manuf_0004,29803.0,566257.0,
57,5,Manuf_0005,29803.0,655666.0,
58,5,Manuf_0006,29803.0,584138.8,
59,5,Manuf_0007,29803.0,584138.8,
60,6,Part_0013,29803.0,685469.0,
61,6,Trans_0002,29803.0,223522.5,
62,7,Part_0010,29803.0,625863.0,
63,7,Part_0022,29803.0,566257.0,
64,8,Part_0010,29803.0,625863.0,
65,8,Part_0011,29803.0,655666.0,
66,8,Part_0012,29803.0,625863.0,
67,8,Part_0014,29803.0,685469.0,
68,8,Part_0015,29803.0,715272.0,
69,8,Part_0016,29803.0,655666.0,
70,8,Part_0017,29803.0,566257.0,
71,8,Part_0018,29803.0,655666.0,
72,8,Part_0019,29803.0,625863.0,
73,8,Part_0020,29803.0,625863.0,
74,8,Part_0021,29803.0,566257.0,
75,8,Part_0023,29803.0,625863.0,
76,8,Trans_0001,29803.0,223522.5,
77,8,Trans_0003,29803.0,277167.9,
78,8,Trans_0004,29803.0,596060.0,
79,8,Trans_0005,29803.0,685469.0,
80,9,Part_0007,29803.0,640764.5,
81,9,Part_0008,29803.0,640764.5,
82,10,Manuf_0001,29803.0,566257.0,
83,10,Manuf_0002,29803.0,566257.0,
84,11,Manuf_0001,29803.0,566257.0,
85,11,Part_0007,29803.0,640764.5,
86,11,Part_0009,29803.0,640764.5,
87,12,Part_0001,29803.0,685469.0,
88,12,Part_0006,29803.0,625863.0,
89,13,Part_0005,29803.0,655666.0,
90,13,Part_0006,29803.0,625863.0,
91,14,Part_0001,29803.0,685469.0,
92,14,Part_0002,29803.0,625863.0,
93,14,Part_0003,29803.0,566257.0,
94,14,Part_0004,29803.0,655666.0,
