,plnt,prod,ub,pipeline,demand
0,0,Dist_0044,1755.3799999999999,7811.441,39.0
1,0,Dist_0072,1755.3799999999999,7811.441,6.0
2,1,Dist_0040,1755.3799999999999,7811.441,28.0
3,1,Dist_0052,1755.3799999999999,7811.441,7.07
4,2,Dist_0036,1755.3799999999999,7811.441,84.0
5,2,Dist_0037,1755.3799999999999,7811.441,8.0
6,2,Dist_0038,1755.3799999999999,7811.441,164.0
7,2,Dist_0039,1755.3799999999999,7811.441,95.0
8,2,Dist_0041,1755.3799999999999,7811.441,10.0
9,2,Dist_0042,1755.3799999999999,7811.441,27.0
10,2,Dist_0043,1755.3799999999999,7811.441,166.0
11,2,Dist_0045,1755.3799999999999,7811.441,58.0
12,2,Dist_0046,1755.3799999999999,7811.441,17.0
13,2,Dist_0047,1755.3799999999999,7811.441,10.0
14,2,Dist_0048,1755.3799999999999,7811.441,9.67
15,2,Dist_0049,1755.3799999999999,7811.441,6.0
16,2,Dist_0050,1755.3799999999999,7811.441,8.0
17,2,Dist_0051,1755.3799999999999,7811.441,14.0
18,2,Dist_0053,1755.3799999999999,7811.441,6.4
19,2,Dist_0054,1755.3799999999999,7811.441,129.0
20,2,Dist_0055,1755.3799999999999,7811.441,15.0
21,2,Dist_0056,1755.3799999999999,7811.441,7.0
22,2,Dist_0057,1755.3799999999999,7811.441,6.62
23,2,Dist_0058,1755.3799999999999,7811.441,333.0
24,2,Dist_0059,1755.3799999999999,7811.441,107.0
25,2,Dist_0060,1755.3799999999999,7811.441,116.0
26,2,Dist_0061,1755.3799999999999,7811.441,36.0
27,2,Dist_0062,1755.3799999999999,7811.441,14.0
28,2,Dist_0063,1755.3799999999999,7811.441,16.0
29,2,Dist_0064,1755.3799999999999,7811.441,8.0
30,2,Dist_0065,1755.3799999999999,7811.441,47.0
31,2,Dist_0066,1755.3799999999999,7811.441,17.0
32,2,Dist_0067,1755.3799999999999,7811.441,10.0
33,2,Dist_0068,1755.3799999999999,7811.441,15.0
34,2,Dist_0069,1755.3799999999999,7811.441,7.76
35,2,Dist_0070,1755.3799999999999,7811.441,6.0
36,2,Dist_0071,1755.3799999999999,7811.441,5.69
37,2,Dist_0073,1755.3799999999999,7811.441,6.17
38,2,Dist_0074,1755.3799999999999,7811.441,15.0
39,2,Dist_0075,1755.3799999999999,7811.441,11.0
40,2,Dist_0076,1755.3799999999999,7811.441,38.0
41,2,Dist_0077,1755.3799999999999,7811.441,26.0
42,3,Dist_0029,1755.3799999999999,7811.441,
43,3,Dist_0031,1755.3799999999999,7811.441,
44,4,Dist_0014,1755.3799999999999,7811.441,
