,plnt,prod,ub,pipeline,demand
0,0,Retail_0026,15140.330000000002,0.0,386.9
1,0,Retail_0028,15140.330000000002,0.0,771.32
2,1,Retail_0026,15140.330000000002,0.0,386.9
3,1,Retail_0027,15140.330000000002,0.0,482.89
4,2,Retail_0027,15140.330000000002,0.0,482.89
5,2,Retail_0028,15140.330000000002,0.0,771.32
6,3,Dist_0030,15140.330000000002,60561.32000000001,
7,3,Dist_0031,15140.330000000002,181683.96000000002,
8,4,Dist_0029,15140.330000000002,15140.330000000002,
9,4,Dist_0031,15140.330000000002,181683.96000000002,
10,5,Dist_0029,15140.330000000002,15140.330000000002,
11,5,Dist_0030,15140.330000000002,60561.32000000001,
12,6,Retail_0013,15140.330000000002,0.0,119.17
13,6,Trans_0021,15140.330000000002,90841.98000000001,
14,7,Retail_0014,15140.330000000002,0.0,118.77
15,7,Retail_0020,15140.330000000002,0.0,79.45
16,8,Retail_0001,15140.330000000002,0.0,135.8
17,8,Retail_0002,15140.330000000002,0.0,160.03
18,8,Retail_0003,15140.330000000002,0.0,67.09
19,8,Retail_0004,15140.330000000002,0.0,43.81
20,8,Retail_0005,15140.330000000002,0.0,14.08
21,8,Retail_0006,15140.330000000002,0.0,105.52
22,8,Retail_0007,15140.330000000002,0.0,690.22
23,8,Retail_0008,15140.330000000002,0.0,19.29
24,8,Retail_0009,15140.330000000002,0.0,61.24
25,8,Retail_0010,15140.330000000002,0.0,38.65
26,8,Retail_0011,15140.330000000002,0.0,1659.54
27,8,Retail_0012,15140.330000000002,0.0,389.88
28,8,Retail_0015,15140.330000000002,0.0,455.75
29,8,Retail_0016,15140.330000000002,0.0,327.7
30,8,Retail_0017,15140.330000000002,0.0,91.63
31,8,Retail_0018,15140.330000000002,0.0,293.42
32,8,Retail_0019,15140.330000000002,0.0,301.19
33,8,Retail_0021,15140.330000000002,0.0,645.41
34,8,Retail_0022,15140.330000000002,0.0,357.04
35,8,Retail_0023,15140.330000000002,0.0,735.0
36,8,Retail_0024,15140.330000000002,0.0,916.68
37,8,Retail_0025,15140.330000000002,0.0,4031.75
38,8,Trans_0020,15140.330000000002,90841.98000000001,
39,8,Trans_0022,15140.330000000002,30280.660000000003,
40,9,Dist_0015,15140.330000000002,60561.32000000001,
41,9,Dist_0023,15140.330000000002,90841.98000000001,
42,10,Dist_0009,15140.330000000002,105982.31000000001,
43,10,Dist_0024,15140.330000000002,15140.330000000002,
44,11,Dist_0001,15140.330000000002,121122.64000000001,
45,11,Dist_0002,15140.330000000002,45420.990000000005,
46,11,Dist_0003,15140.330000000002,45420.990000000005,
47,11,Dist_0004,15140.330000000002,45420.990000000005,
48,11,Dist_0005,15140.330000000002,60561.32000000001,
49,11,Dist_0006,15140.330000000002,15140.330000000002,
50,11,Dist_0007,15140.330000000002,166543.63,
51,11,Dist_0008,15140.330000000002,45420.990000000005,
52,11,Dist_0010,15140.330000000002,0.0,
53,11,Dist_0011,15140.330000000002,15140.330000000002,
54,11,Dist_0012,15140.330000000002,121122.64000000001,
55,11,Dist_0013,15140.330000000002,45420.990000000005,
56,11,Dist_0014,15140.330000000002,181683.96000000002,
57,11,Dist_0016,15140.330000000002,90841.98000000001,
58,11,Dist_0017,15140.330000000002,90841.98000000001,
59,11,Dist_0018,15140.330000000002,105982.31000000001,
60,11,Dist_0019,15140.330000000002,136262.97000000003,
61,11,Dist_0020,15140.330000000002,121122.64000000001,
62,11,Dist_0021,15140.330000000002,30280.660000000003,
63,11,Dist_0022,15140.330000000002,30280.660000000003,
64,11,Dist_0025,15140.330000000002,90841.98000000001,
65,11,Dist_0026,15140.330000000002,45420.990000000005,
66,11,Dist_0027,15140.330000000002,75701.65000000001,
67,11,Dist_0028,15140.330000000002,105982.31000000001,
68,12,Manuf_0004,15140.330000000002,151403.30000000002,
69,12,Manuf_0019,15140.330000000002,136262.97000000003,
70,13,Manuf_0001,15140.330000000002,90841.98000000001,
71,13,Manuf_0011,15140.330000000002,90841.98000000001,
72,14,Manuf_0001,15140.330000000002,90841.98000000001,
73,14,Manuf_0002,15140.330000000002,60561.32000000001,
74,14,Manuf_0003,15140.330000000002,30280.660000000003,
75,14,Manuf_0005,15140.330000000002,30280.660000000003,
76,14,Manuf_0006,15140.330000000002,15140.330000000002,
77,14,Manuf_0007,15140.330000000002,151403.30000000002,
78,14,Manuf_0008,15140.330000000002,60561.32000000001,
79,14,Manuf_0009,15140.330000000002,136262.97000000003,
80,14,Manuf_0010,15140.330000000002,60561.32000000001,
81,14,Manuf_0012,15140.330000000002,75701.65000000001,
82,14,Manuf_0013,15140.330000000002,75701.65000000001,
83,14,Manuf_0014,15140.330000000002,60561.32000000001,
84,14,Manuf_0015,15140.330000000002,90841.98000000001,
