,child,parent,units
0,Dist_0001,Dist_0002,1
1,Dist_0001,Dist_0003,1
2,Dist_0001,Retail_0001,1
3,Dist_0002,Manuf_0003,1
4,Dist_0002,Manuf_0004,1
5,Dist_0002,Manuf_0005,1
6,Dist_0002,Manuf_0006,1
7,Dist_0002,Manuf_0007,1
8,Dist_0002,Manuf_0008,1
9,Dist_0002,Manuf_0009,1
10,Dist_0002,Manuf_0010,1
11,Dist_0002,Manuf_0011,1
12,Dist_0002,Manuf_0012,1
13,Dist_0002,Manuf_0013,1
14,Dist_0003,Manuf_0014,1
15,Dist_0003,Manuf_0015,1
16,Dist_0003,Manuf_0016,1
17,Manuf_0001,Manuf_0002,1
18,Manuf_0002,Dist_0001,1
19,Manuf_0003,Trans_0001,1
20,Manuf_0004,Retail_0002,1
21,Manuf_0005,Retail_0003,1
22,Manuf_0006,Retail_0004,1
23,Manuf_0007,Retail_0005,1
24,Manuf_0008,Retail_0006,1
25,Manuf_0009,Retail_0007,1
26,Manuf_0010,Retail_0008,1
27,Manuf_0011,Retail_0009,1
28,Manuf_0012,Retail_0010,1
29,Manuf_0013,Retail_0011,1
30,Manuf_0014,Manuf_0017,1
31,Manuf_0014,Manuf_0018,1
32,Manuf_0014,Manuf_0019,1
33,Manuf_0014,Manuf_0020,1
34,Manuf_0014,Manuf_0021,1
35,Manuf_0014,Manuf_0022,1
36,Manuf_0014,Manuf_0023,1
37,Manuf_0014,Manuf_0024,1
38,Manuf_0014,Manuf_0025,1
39,Manuf_0014,Manuf_0026,1
40,Manuf_0014,Manuf_0027,1
41,Manuf_0014,Manuf_0028,1
42,Manuf_0014,Manuf_0029,1
43,Manuf_0014,Manuf_0030,1
44,Manuf_0014,Manuf_0031,1
45,Manuf_0014,Manuf_0032,1
46,Manuf_0014,Manuf_0033,1
47,Manuf_0014,Manuf_0034,1
48,Manuf_0014,Manuf_0035,1
49,Manuf_0014,Manuf_0036,1
50,Manuf_0014,Manuf_0037,1
51,Manuf_0014,Manuf_0038,1
52,Manuf_0014,Manuf_0039,1
53,Manuf_0014,Manuf_0040,1
54,Manuf_0014,Manuf_0041,1
55,Manuf_0014,Manuf_0042,1
56,Manuf_0014,Manuf_0043,1
57,Manuf_0014,Manuf_0044,1
58,Manuf_0014,Manuf_0045,1
59,Manuf_0014,Manuf_0046,1
60,Manuf_0014,Manuf_0047,1
61,Manuf_0014,Manuf_0048,1
62,Manuf_0014,Retail_0012,1
63,Manuf_0015,Manuf_0049,1
64,Manuf_0015,Manuf_0050,1
65,Manuf_0015,Manuf_0051,1
66,Manuf_0015,Manuf_0052,1
67,Manuf_0015,Manuf_0053,1
68,Manuf_0015,Manuf_0054,1
69,Manuf_0015,Manuf_0055,1
70,Manuf_0015,Manuf_0056,1
71,Manuf_0015,Manuf_0057,1
72,Manuf_0015,Manuf_0058,1
73,Manuf_0015,Manuf_0059,1
74,Manuf_0015,Manuf_0060,1
75,Manuf_0015,Manuf_0061,1
76,Manuf_0015,Manuf_0062,1
77,Manuf_0015,Manuf_0063,1
78,Manuf_0015,Manuf_0064,1
79,Manuf_0015,Manuf_0065,1
80,Manuf_0015,Manuf_0066,1
81,Manuf_0015,Manuf_0067,1
82,Manuf_0015,Manuf_0068,1
83,Manuf_0015,Manuf_0069,1
84,Manuf_0015,Manuf_0070,1
85,Manuf_0015,Manuf_0071,1
86,Manuf_0015,Manuf_0072,1
87,Manuf_0015,Manuf_0073,1
88,Manuf_0015,Manuf_0074,1
89,Manuf_0015,Manuf_0075,1
90,Manuf_0015,Manuf_0076,1
91,Manuf_0015,Manuf_0077,1
92,Manuf_0015,Retail_0013,1
93,Manuf_0015,Retail_0014,1
94,Manuf_0016,Manuf_0078,1
95,Manuf_0016,Manuf_0079,1
96,Manuf_0016,Manuf_0080,1
97,Manuf_0016,Manuf_0081,1
98,Manuf_0016,Manuf_0082,1
99,Manuf_0016,Manuf_0083,1
100,Manuf_0016,Manuf_0084,1
101,Manuf_0016,Manuf_0085,1
102,Manuf_0016,Manuf_0086,1
103,Manuf_0016,Manuf_0087,1
104,Manuf_0016,Manuf_0088,1
105,Manuf_0016,Manuf_0089,1
106,Manuf_0016,Manuf_0090,1
107,Manuf_0016,Manuf_0091,1
108,Manuf_0016,Manuf_0092,1
109,Manuf_0016,Manuf_0093,1
110,Manuf_0016,Manuf_0094,1
111,Manuf_0016,Manuf_0095,1
112,Manuf_0016,Manuf_0096,1
113,Manuf_0016,Manuf_0097,1
114,Manuf_0016,Manuf_0098,1
115,Manuf_0016,Manuf_0099,1
116,Manuf_0016,Retail_0015,1
117,Manuf_0016,Retail_0016,1
118,Manuf_0017,Retail_0017,1
119,Manuf_0018,Retail_0018,1
120,Manuf_0019,Retail_0019,1
121,Manuf_0020,Retail_0020,1
122,Manuf_0021,Retail_0021,1
123,Manuf_0022,Retail_0022,1
124,Manuf_0023,Retail_0023,1
125,Manuf_0024,Retail_0024,1
126,Manuf_0025,Retail_0025,1
127,Manuf_0026,Retail_0026,1
128,Manuf_0027,Retail_0027,1
129,Manuf_0028,Retail_0028,1
130,Manuf_0029,Retail_0029,1
131,Manuf_0030,Retail_0030,1
132,Manuf_0031,Retail_0031,1
133,Manuf_0032,Retail_0032,1
134,Manuf_0033,Retail_0033,1
135,Manuf_0034,Retail_0034,1
136,Manuf_0035,Retail_0035,1
137,Manuf_0036,Retail_0036,1
138,Manuf_0037,Retail_0037,1
139,Manuf_0038,Retail_0038,1
140,Manuf_0039,Retail_0039,1
141,Manuf_0040,Retail_0040,1
142,Manuf_0041,Retail_0041,1
143,Manuf_0042,Retail_0042,1
144,Manuf_0043,Retail_0043,1
145,Manuf_0044,Retail_0044,1
146,Manuf_0045,Retail_0045,1
147,Manuf_0046,Retail_0046,1
148,Manuf_0047,Retail_0047,1
149,Manuf_0048,Retail_0048,1
150,Manuf_0049,Retail_0049,1
151,Manuf_0050,Retail_0050,1
152,Manuf_0051,Retail_0051,1
153,Manuf_0052,Retail_0052,1
154,Manuf_0053,Retail_0053,1
155,Manuf_0054,Retail_0054,1
156,Manuf_0055,Retail_0055,1
157,Manuf_0056,Retail_0056,1
