,child,parent,units
0,Dist_0001,Dist_0112,1
1,Dist_0001,Retail_0001,1
2,Dist_0002,Dist_0113,1
3,Dist_0002,Retail_0002,1
4,Dist_0003,Dist_0114,1
5,Dist_0003,Retail_0003,1
6,Dist_0004,Dist_0115,1
7,Dist_0004,Retail_0004,1
8,Dist_0005,Dist_0116,1
9,Dist_0005,Retail_0005,1
10,Dist_0006,Dist_0117,1
11,Dist_0006,Retail_0006,1
12,Dist_0007,Dist_0118,1
13,Dist_0007,Retail_0007,1
14,Dist_0008,Dist_0119,1
15,Dist_0008,Retail_0008,1
16,Dist_0009,Dist_0120,1
17,Dist_0009,Retail_0009,1
18,Dist_0010,Dist_0121,1
19,Dist_0010,Retail_0010,1
20,Dist_0011,Dist_0122,1
21,Dist_0011,Retail_0011,1
22,Dist_0012,Dist_0123,1
23,Dist_0012,Retail_0012,1
24,Dist_0013,Dist_0124,1
25,Dist_0013,Retail_0013,1
26,Dist_0014,Dist_0125,1
27,Dist_0014,Retail_0014,1
28,Dist_0015,Dist_0126,1
29,Dist_0015,Retail_0015,1
30,Dist_0016,Dist_0127,1
31,Dist_0016,Retail_0016,1
32,Dist_0017,Dist_0128,1
33,Dist_0017,Retail_0017,1
34,Dist_0018,Dist_0129,1
35,Dist_0018,Retail_0018,1
36,Dist_0019,Dist_0130,1
37,Dist_0019,Retail_0019,1
38,Dist_0020,Dist_0131,1
39,Dist_0020,Retail_0020,1
40,Dist_0021,Dist_0132,1
41,Dist_0021,Retail_0021,1
42,Dist_0022,Dist_0133,1
43,Dist_0022,Retail_0022,1
44,Dist_0023,Dist_0134,1
45,Dist_0023,Retail_0023,1
46,Dist_0024,Dist_0135,1
47,Dist_0024,Retail_0024,1
48,Dist_0025,Dist_0136,1
49,Dist_0025,Retail_0025,1
50,Dist_0026,Dist_0137,1
51,Dist_0026,Retail_0026,1
52,Dist_0027,Dist_0138,1
53,Dist_0027,Retail_0027,1
54,Dist_0028,Dist_0139,1
55,Dist_0028,Retail_0028,1
56,Dist_0029,Dist_0140,1
57,Dist_0029,Retail_0029,1
58,Dist_0030,Dist_0141,1
59,Dist_0030,Retail_0030,1
60,Dist_0031,Dist_0142,1
61,Dist_0031,Retail_0031,1
62,Dist_0032,Dist_0143,1
63,Dist_0032,Retail_0032,1
64,Dist_0033,Dist_0144,1
65,Dist_0033,Retail_0033,1
66,Dist_0034,Dist_0145,1
67,Dist_0034,Retail_0034,1
68,Dist_0035,Dist_0146,1
69,Dist_0035,Retail_0035,1
70,Dist_0036,Dist_0147,1
71,Dist_0036,Retail_0036,1
72,Dist_0037,Dist_0148,1
73,Dist_0037,Retail_0037,1
74,Dist_0038,Dist_0149,1
75,Dist_0038,Retail_0038,1
76,Dist_0039,Dist_0150,1
77,Dist_0039,Retail_0039,1
78,Dist_0040,Dist_0151,1
79,Dist_0040,Retail_0040,1
80,Dist_0041,Dist_0152,1
81,Dist_0041,Retail_0041,1
82,Dist_0042,Dist_0153,1
83,Dist_0042,Retail_0042,1
84,Dist_0043,Dist_0154,1
85,Dist_0043,Retail_0043,1
86,Dist_0044,Dist_0155,1
87,Dist_0044,Retail_0044,1
88,Dist_0045,Dist_0156,1
89,Dist_0045,Retail_0045,1
90,Dist_0046,Dist_0157,1
91,Dist_0046,Retail_0046,1
92,Dist_0047,Dist_0158,1
93,Dist_0047,Retail_0047,1
94,Dist_0048,Dist_0159,1
95,Dist_0048,Retail_0048,1
96,Dist_0049,Dist_0160,1
97,Dist_0049,Retail_0049,1
98,Dist_0050,Dist_0161,1
99,Dist_0050,Retail_0050,1
100,Dist_0051,Dist_0162,1
101,Dist_0051,Retail_0051,1
102,Dist_0052,Dist_0163,1
103,Dist_0052,Retail_0052,1
104,Dist_0053,Dist_0164,1
105,Dist_0053,Retail_0053,1
106,Dist_0054,Dist_0165,1
107,Dist_0054,Retail_0054,1
108,Dist_0055,Dist_0166,1
109,Dist_0055,Retail_0055,1
110,Dist_0056,Dist_0167,1
111,Dist_0056,Retail_0056,1
112,Dist_0057,Dist_0168,1
113,Dist_0057,Retail_0057,1
114,Dist_0058,Dist_0169,1
115,Dist_0058,Retail_0058,1
116,Dist_0059,Dist_0170,1
117,Dist_0059,Retail_0059,1
