,child,parent,units
0,Dist_0001,Dist_0013,1
1,Dist_0001,Dist_0014,1
2,Dist_0001,Dist_0015,1
3,Dist_0001,Dist_0016,1
4,Dist_0002,Dist_0017,1
5,Dist_0002,Dist_0018,1
6,Dist_0002,Dist_0019,1
7,Dist_0002,Dist_0020,1
8,Dist_0003,Dist_0021,1
9,Dist_0003,Dist_0022,1
10,Dist_0003,Dist_0023,1
11,Dist_0003,Dist_0024,1
12,Dist_0004,Dist_0025,1
13,Dist_0004,Dist_0026,1
14,Dist_0004,Dist_0027,1
15,Dist_0004,Dist_0028,1
16,Dist_0005,Dist_0029,1
17,Dist_0005,Dist_0030,1
18,Dist_0005,Dist_0031,1
19,Dist_0005,Dist_0032,1
20,Dist_0006,Dist_0033,1
21,Dist_0006,Dist_0034,1
22,Dist_0006,Dist_0035,1
23,Dist_0006,Dist_0036,1
24,Dist_0007,Dist_0037,1
25,Dist_0007,Dist_0038,1
26,Dist_0007,Dist_0039,1
27,Dist_0007,Dist_0040,1
28,Dist_0008,Dist_0041,1
29,Dist_0008,Dist_0042,1
30,Dist_0008,Dist_0043,1
31,Dist_0008,Dist_0044,1
32,Dist_0009,Dist_0045,1
33,Dist_0009,Dist_0046,1
34,Dist_0009,Dist_0047,1
35,Dist_0009,Dist_0048,1
36,Dist_0010,Dist_0049,1
37,Dist_0010,Dist_0050,1
38,Dist_0010,Dist_0051,1
39,Dist_0010,Dist_0052,1
40,Dist_0011,Dist_0053,1
41,Dist_0011,Dist_0054,1
42,Dist_0011,Dist_0055,1
43,Dist_0011,Dist_0056,1
44,Dist_0012,Dist_0057,1
45,Dist_0012,Dist_0058,1
46,Dist_0012,Dist_0059,1
47,Dist_0012,Dist_0060,1
48,Dist_0013,Dist_0061,1
49,Dist_0013,Dist_0062,1
50,Dist_0017,Dist_0063,1
51,Dist_0017,Dist_0064,1
52,Dist_0021,Dist_0065,1
53,Dist_0021,Dist_0066,1
54,Dist_0025,Dist_0067,1
55,Dist_0025,Dist_0068,1
56,Dist_0029,Dist_0069,1
57,Dist_0029,Dist_0070,1
58,Dist_0033,Dist_0071,1
59,Dist_0033,Dist_0072,1
60,Dist_0037,Dist_0073,1
61,Dist_0037,Dist_0074,1
62,Dist_0041,Dist_0075,1
63,Dist_0041,Dist_0076,1
64,Dist_0045,Dist_0077,1
65,Dist_0045,Dist_0078,1
66,Dist_0049,Dist_0079,1
67,Dist_0049,Dist_0080,1
68,Dist_0053,Dist_0081,1
69,Dist_0053,Dist_0082,1
70,Dist_0057,Dist_0083,1
71,Dist_0057,Dist_0084,1
72,Manuf_0001,Manuf_0029,1
73,Manuf_0002,Manuf_0029,1
74,Manuf_0003,Manuf_0029,1
75,Manuf_0004,Manuf_0030,1
76,Manuf_0004,Manuf_0031,1
77,Manuf_0004,Manuf_0032,1
78,Manuf_0004,Manuf_0033,1
79,Manuf_0004,Manuf_0034,1
