,child,parent,units
0,Manuf_0001,Trans_0001,1
1,Manuf_0002,Trans_0002,1
2,Manuf_0002,Trans_0003,1
3,Manuf_0002,Trans_0004,1
4,Manuf_0002,Trans_0005,1
5,Manuf_0002,Trans_0006,1
6,Manuf_0003,Trans_0007,1
7,Manuf_0003,Trans_0008,1
8,Manuf_0003,Trans_0009,1
9,Manuf_0003,Trans_0010,1
10,Manuf_0003,Trans_0011,1
11,Manuf_0003,Trans_0012,1
12,Manuf_0003,Trans_0013,1
13,Manuf_0004,Trans_0014,1
14,Manuf_0004,Trans_0015,1
15,Manuf_0004,Trans_0016,1
16,Manuf_0004,Trans_0017,1
17,Manuf_0005,Trans_0018,1
18,Manuf_0005,Trans_0021,1
19,Manuf_0006,Trans_0019,1
20,Manuf_0006,Trans_0020,1
21,Manuf_0006,Trans_0022,1
22,Manuf_0006,Trans_0023,1
23,Manuf_0006,Trans_0024,1
24,Manuf_0007,Trans_0025,1
25,Manuf_0007,Trans_0028,1
26,Manuf_0008,Trans_0026,1
27,Manuf_0008,Trans_0027,1
28,Manuf_0008,Trans_0029,1
29,Manuf_0008,Trans_0030,1
30,Manuf_0008,Trans_0031,1
31,Manuf_0009,Trans_0032,1
32,Manuf_0009,Trans_0033,1
33,Manuf_0009,Trans_0034,1
34,Manuf_0009,Trans_0035,1
35,Manuf_0010,Trans_0036,1
36,Manuf_0010,Trans_0037,1
37,Manuf_0010,Trans_0038,1
38,Manuf_0010,Trans_0039,1
39,Manuf_0011,Trans_0040,1
40,Manuf_0011,Trans_0041,1
41,Manuf_0012,Trans_0042,1
42,Manuf_0012,Trans_0043,1
43,Manuf_0013,Trans_0044,1
44,Manuf_0013,Trans_0047,1
45,Manuf_0014,Trans_0045,1
46,Manuf_0014,Trans_0046,1
47,Manuf_0014,Trans_0048,1
48,Manuf_0014,Trans_0049,1
49,Manuf_0014,Trans_0050,1
50,Manuf_0015,Trans_0051,1
51,Manuf_0015,Trans_0052,1
52,Manuf_0016,Trans_0052,1
53,Manuf_0016,Trans_0053,1
54,Manuf_0016,Trans_0054,1
55,Manuf_0017,Retail_0001,1
56,Manuf_0018,Retail_0002,1
57,Manuf_0018,Retail_0003,1
58,Manuf_0018,Retail_0004,1
59,Manuf_0018,Retail_0005,1
60,Manuf_0018,Retail_0006,1
61,Manuf_0018,Retail_0007,1
62,Manuf_0018,Retail_0008,1
63,Manuf_0018,Retail_0009,1
64,Manuf_0018,Retail_0010,1
65,Manuf_0018,Retail_0011,1
66,Manuf_0018,Retail_0012,1
67,Manuf_0018,Retail_0013,1
68,Manuf_0019,Retail_0014,1
69,Manuf_0019,Retail_0015,1
70,Manuf_0019,Retail_0016,1
71,Manuf_0019,Retail_0017,1
72,Manuf_0019,Retail_0018,1
73,Manuf_0019,Retail_0019,1
74,Manuf_0019,Retail_0020,1
75,Manuf_0019,Retail_0021,1
76,Manuf_0019,Retail_0022,1
77,Manuf_0019,Retail_0023,1
78,Manuf_0019,Retail_0024,1
79,Manuf_0019,Retail_0025,1
80,Manuf_0019,Retail_0026,1
81,Manuf_0019,Retail_0027,1
82,Manuf_0020,Retail_0028,1
83,Manuf_0021,Retail_0029,1
84,Manuf_0021,Retail_0030,1
85,Manuf_0021,Retail_0031,1
86,Manuf_0021,Retail_0032,1
87,Manuf_0021,Retail_0033,1
88,Manuf_0021,Retail_0034,1
89,Manuf_0021,Retail_0035,1
90,Manuf_0021,Retail_0036,1
91,Manuf_0021,Retail_0037,1
92,Manuf_0021,Retail_0038,1
93,Manuf_0022,Retail_0039,1
94,Manuf_0022,Retail_0040,1
95,Manuf_0022,Retail_0041,1
96,Manuf_0022,Retail_0042,1
97,Manuf_0022,Retail_0043,1
98,Manuf_0023,Retail_0044,1
99,Manuf_0023,Retail_0045,1
100,Manuf_0023,Retail_0046,1
101,Manuf_0023,Retail_0047,1
102,Manuf_0023,Retail_0048,1
103,Manuf_0023,Retail_0049,1
104,Manuf_0023,Retail_0050,1
105,Manuf_0024,Retail_0051,1
106,Manuf_0024,Retail_0052,1
107,Manuf_0025,Retail_0053,1
108,Manuf_0026,Retail_0054,1
109,Manuf_0026,Retail_0055,1
110,Manuf_0026,Retail_0056,1
111,Manuf_0026,Retail_0057,1
112,Manuf_0026,Retail_0058,1
113,Manuf_0026,Retail_0059,1
114,Manuf_0026,Retail_0060,1
115,Manuf_0026,Retail_0061,1
116,Manuf_0027,Retail_0062,1
117,Manuf_0028,Retail_0063,1
118,Manuf_0028,Retail_0064,1
119,Manuf_0028,Retail_0065,1
120,Manuf_0028,Retail_0066,1
121,Manuf_0028,Retail_0067,1
122,Manuf_0028,Retail_0068,1
123,Manuf_0028,Retail_0069,1
124,Manuf_0028,Retail_0070,1
125,Manuf_0028,Retail_0071,1
126,Manuf_0028,Retail_0072,1
127,Manuf_0028,Retail_0073,1
128,Manuf_0028,Retail_0074,1
129,Manuf_0028,Retail_0075,1
130,Manuf_0029,Retail_0076,1
131,Manuf_0029,Retail_0077,1
132,Manuf_0029,Retail_0078,1
133,Manuf_0029,Retail_0079,1
134,Manuf_0029,Retail_0080,1
135,Manuf_0030,Retail_0081,1
136,Manuf_0031,Retail_0082,1
137,Manuf_0032,Retail_0083,1
138,Manuf_0033,Retail_0084,1
139,Manuf_0034,Retail_0085,1
140,Manuf_0034,Retail_0086,1
141,Manuf_0034,Retail_0087,1
142,Manuf_0034,Retail_0088,1
143,Manuf_0034,Retail_0089,1
144,Manuf_0034,Retail_0090,1
145,Manuf_0034,Retail_0091,1
146,Manuf_0034,Retail_0092,1
147,Manuf_0034,Retail_0093,1
148,Manuf_0034,Retail_0094,1
149,Manuf_0034,Retail_0095,1
150,Manuf_0034,Retail_0096,1
151,Manuf_0034,Retail_0097,1
152,Manuf_0035,Retail_0098,1
153,Manuf_0036,Retail_0099,1
154,Manuf_0037,Retail_0100,1
155,Manuf_0037,Retail_0101,1
156,Manuf_0037,Retail_0102,1
157,Manuf_0037,Retail_0103,1
158,Manuf_0037,Retail_0104,1
159,Manuf_0038,Retail_0105,1
160,Manuf_0039,Retail_0106,1
161,Manuf_0039,Retail_0107,1
