,child,parent,units
0,Dist_0001,Dist_0191,1
1,Dist_0001,Manuf_0078,1
2,Dist_0002,Dist_0192,1
3,Dist_0003,Dist_0193,1
4,Dist_0004,Dist_0194,1
5,Dist_0005,Dist_0195,1
6,Dist_0006,Dist_0196,1
7,Dist_0006,Dist_0197,1
8,Dist_0006,Dist_0198,1
9,Dist_0006,Dist_0199,1
10,Dist_0007,Dist_0200,1
11,Dist_0007,Dist_0201,1
12,Dist_0007,Dist_0202,1
13,Dist_0008,Dist_0203,1
14,Dist_0009,Dist_0204,1
15,Dist_0010,Dist_0205,1
16,Dist_0010,Dist_0206,1
17,Dist_0010,Dist_0207,1
18,Dist_0010,Dist_0208,1
19,Dist_0010,Dist_0209,1
20,Dist_0010,Manuf_0079,1
21,Dist_0011,Dist_0210,1
22,Dist_0011,Dist_0211,1
23,Dist_0011,Dist_0212,1
24,Dist_0011,Dist_0213,1
25,Dist_0011,Dist_0214,1
26,Dist_0011,Manuf_0079,1
27,Dist_0012,Dist_0215,1
28,Dist_0012,Dist_0216,1
29,Dist_0012,Dist_0217,1
30,Dist_0012,Dist_0218,1
31,Dist_0013,Dist_0219,1
32,Dist_0013,Dist_0220,1
33,Dist_0013,Dist_0221,1
34,Dist_0014,Dist_0222,1
35,Dist_0015,Dist_0223,1
36,Dist_0016,Dist_0224,1
37,Dist_0016,Dist_0225,1
38,Dist_0016,Dist_0226,1
39,Dist_0016,Dist_0227,1
40,Dist_0016,Dist_0228,1
41,Dist_0016,Manuf_0079,1
42,Dist_0016,Manuf_0080,1
43,Dist_0017,Dist_0229,1
44,Dist_0018,Dist_0230,1
45,Dist_0018,Dist_0231,1
46,Dist_0018,Dist_0232,1
47,Dist_0019,Dist_0233,1
48,Dist_0020,Dist_0234,1
49,Dist_0020,Dist_0235,1
50,Dist_0020,Dist_0236,1
51,Dist_0020,Dist_0237,1
52,Dist_0021,Dist_0238,1
53,Dist_0021,Dist_0239,1
54,Dist_0021,Dist_0240,1
55,Dist_0021,Dist_0241,1
56,Dist_0021,Dist_0242,1
57,Dist_0021,Manuf_0079,1
58,Dist_0021,Manuf_0080,1
59,Dist_0022,Dist_0243,1
60,Dist_0023,Dist_0244,1
61,Dist_0023,Dist_0245,1
62,Dist_0023,Dist_0246,1
63,Dist_0024,Dist_0247,1
64,Dist_0025,Dist_0248,1
65,Dist_0025,Dist_0249,1
66,Dist_0025,Dist_0250,1
67,Dist_0025,Dist_0251,1
68,Dist_0026,Dist_0252,1
69,Dist_0026,Dist_0253,1
70,Dist_0026,Dist_0254,1
71,Dist_0026,Dist_0255,1
72,Dist_0026,Dist_0256,1
73,Dist_0027,Dist_0257,1
74,Dist_0028,Dist_0258,1
75,Dist_0028,Dist_0259,1
76,Dist_0028,Dist_0260,1
77,Dist_0029,Dist_0261,1
78,Dist_0030,Dist_0262,1
79,Dist_0030,Dist_0263,1
80,Dist_0030,Dist_0264,1
81,Dist_0030,Dist_0265,1
82,Dist_0031,Dist_0266,1
83,Dist_0031,Dist_0267,1
84,Dist_0031,Dist_0268,1
85,Dist_0031,Dist_0269,1
86,Dist_0031,Dist_0270,1
87,Dist_0032,Dist_0271,1
88,Dist_0033,Dist_0272,1
89,Dist_0033,Dist_0273,1
90,Dist_0033,Dist_0274,1
91,Dist_0034,Dist_0275,1
92,Dist_0035,Dist_0276,1
93,Dist_0035,Dist_0277,1
94,Dist_0035,Dist_0278,1
95,Dist_0035,Dist_0279,1
96,Dist_0036,Dist_0280,1
97,Dist_0037,Dist_0281,1
98,Dist_0038,Dist_0282,1
99,Dist_0039,Dist_0283,1
100,Dist_0040,Dist_0284,1
101,Dist_0041,Dist_0285,1
102,Dist_0042,Dist_0286,1
103,Dist_0043,Dist_0287,1
104,Dist_0044,Dist_0288,1
105,Dist_0045,Dist_0289,1
106,Dist_0046,Dist_0290,1
107,Dist_0047,Dist_0291,1
108,Dist_0048,Dist_0292,1
109,Dist_0049,Dist_0293,1
110,Dist_0050,Dist_0294,1
111,Dist_0051,Dist_0295,1
112,Dist_0051,Dist_0296,1
113,Dist_0051,Dist_0297,1
114,Dist_0051,Dist_0298,1
115,Dist_0051,Dist_0299,1
116,Dist_0052,Dist_0300,1
117,Dist_0053,Dist_0301,1
118,Dist_0053,Dist_0302,1
119,Dist_0053,Dist_0303,1
120,Dist_0054,Dist_0304,1
121,Dist_0055,Dist_0305,1
122,Dist_0055,Dist_0306,1
123,Dist_0055,Dist_0307,1
124,Dist_0055,Dist_0308,1
125,Dist_0056,Dist_0309,1
126,Dist_0057,Dist_0310,1
127,Dist_0058,Dist_0311,1
128,Dist_0059,Dist_0312,1
129,Dist_0060,Dist_0313,1
130,Dist_0061,Dist_0314,1
131,Dist_0062,Dist_0315,1
132,Dist_0063,Dist_0316,1
133,Dist_0064,Dist_0317,1
134,Dist_0065,Dist_0318,1
135,Dist_0066,Dist_0319,1
136,Dist_0067,Dist_0320,1
137,Dist_0068,Dist_0321,1
138,Dist_0069,Dist_0322,1
139,Dist_0070,Dist_0323,1
140,Dist_0071,Dist_0324,1
141,Dist_0072,Dist_0325,1
142,Dist_0073,Dist_0326,1
143,Dist_0074,Dist_0327,1
144,Dist_0075,Dist_0328,1
145,Dist_0076,Dist_0329,1
146,Dist_0076,Dist_0330,1
147,Dist_0076,Dist_0331,1
148,Dist_0076,Dist_0332,1
149,Dist_0076,Dist_0333,1
150,Dist_0077,Dist_0334,1
151,Dist_0078,Dist_0335,1
152,Dist_0078,Dist_0336,1
153,Dist_0078,Dist_0337,1
154,Dist_0079,Dist_0338,1
155,Dist_0080,Dist_0339,1
156,Dist_0080,Dist_0340,1
157,Dist_0080,Dist_0341,1
158,Dist_0080,Dist_0342,1
159,Dist_0081,Dist_0343,1
160,Dist_0082,Dist_0344,1
161,Dist_0083,Dist_0345,1
162,Dist_0084,Dist_0346,1
163,Dist_0085,Dist_0347,1
164,Dist_0086,Dist_0348,1
165,Dist_0086,Dist_0349,1
166,Dist_0086,Dist_0350,1
167,Dist_0086,Dist_0351,1
168,Dist_0086,Dist_0352,1
169,Dist_0087,Dist_0353,1
170,Dist_0088,Dist_0354,1
171,Dist_0088,Dist_0355,1
172,Dist_0088,Dist_0356,1
173,Dist_0089,Dist_0357,1
174,Dist_0090,Dist_0358,1
175,Dist_0090,Dist_0359,1
176,Dist_0090,Dist_0360,1
177,Dist_0090,Dist_0361,1
178,Dist_0091,Dist_0362,1
179,Dist_0091,Dist_0363,1
180,Dist_0091,Dist_0364,1
181,Dist_0091,Dist_0365,1
182,Dist_0091,Dist_0366,1
183,Dist_0092,Dist_0367,1
184,Dist_0093,Dist_0368,1
185,Dist_0093,Dist_0369,1
186,Dist_0093,Dist_0370,1
187,Dist_0094,Dist_0371,1
188,Dist_0095,Dist_0372,1
189,Dist_0095,Dist_0373,1
190,Dist_0095,Dist_0374,1
191,Dist_0095,Dist_0375,1
192,Dist_0096,Dist_0376,1
193,Dist_0097,Dist_0377,1
194,Dist_0098,Dist_0378,1
195,Dist_0099,Dist_0379,1
196,Dist_0100,Dist_0380,1
197,Dist_0101,Dist_0381,1
198,Dist_0102,Dist_0382,1
199,Dist_0103,Dist_0383,1
200,Dist_0104,Dist_0384,1
201,Dist_0105,Dist_0385,1
202,Dist_0106,Dist_0386,1
203,Dist_0107,Dist_0387,1
204,Dist_0108,Dist_0388,1
205,Dist_0109,Dist_0389,1
206,Dist_0110,Dist_0390,1
