,child,parent,units
0,Dist_0001,Manuf_0001,1
1,Dist_0001,Manuf_0002,1
2,Dist_0002,Manuf_0001,1
3,Dist_0002,Manuf_0002,1
4,Dist_0003,Manuf_0001,1
5,Dist_0003,Manuf_0002,1
6,Dist_0004,Manuf_0001,1
7,Dist_0004,Manuf_0002,1
8,Dist_0005,Manuf_0001,1
9,Dist_0005,Manuf_0002,1
10,Dist_0006,Manuf_0001,1
11,Dist_0006,Manuf_0002,1
12,Dist_0007,Manuf_0001,1
13,Dist_0007,Manuf_0002,1
14,Dist_0008,Manuf_0001,1
15,Dist_0008,Manuf_0002,1
16,Dist_0009,Retail_0001,1
17,Dist_0010,Retail_0002,1
18,Manuf_0001,Trans_0011,1
19,Manuf_0002,Trans_0012,1
20,Manuf_0003,Dist_0009,1
21,Manuf_0004,Dist_0010,1
22,Part_0001,Trans_0001,1
23,Part_0002,Trans_0002,1
24,Part_0003,Trans_0003,1
25,Part_0004,Trans_0004,1
26,Part_0005,Trans_0005,1
27,Part_0006,Trans_0006,1
28,Part_0007,Trans_0007,1
29,Part_0008,Trans_0008,1
30,Part_0009,Trans_0009,1
31,Part_0010,Trans_0010,1
32,Part_0011,Manuf_0001,1
33,Part_0012,Manuf_0002,1
34,Trans_0001,Dist_0001,1
35,Trans_0002,Dist_0002,1
36,Trans_0003,Dist_0003,1
37,Trans_0004,Dist_0004,1
38,Trans_0005,Dist_0005,1
39,Trans_0006,Dist_0006,1
40,Trans_0007,Dist_0007,1
41,Trans_0008,Dist_0008,1
42,Trans_0009,Manuf_0001,1
43,Trans_0009,Manuf_0002,1
44,Trans_0010,Manuf_0001,1
45,Trans_0010,Manuf_0002,1
46,Trans_0011,Manuf_0003,1
47,Trans_0012,Manuf_0004,1
