,child,parent,units
0,Manuf_0001,Manuf_0614,1
1,Manuf_0002,Manuf_0614,1
2,Manuf_0003,Manuf_0614,1
3,Manuf_0004,Manuf_0614,1
4,Manuf_0005,Manuf_0614,1
5,Manuf_0006,Manuf_0614,1
6,Manuf_0007,Manuf_0614,1
7,Manuf_0008,Manuf_0614,1
8,Manuf_0009,Manuf_0614,1
9,Manuf_0010,Manuf_0614,1
10,Manuf_0011,Manuf_0615,1
11,Manuf_0011,Manuf_0616,1
12,Manuf_0011,Manuf_0618,1
13,Manuf_0011,Manuf_0622,1
14,Manuf_0012,Manuf_0615,1
15,Manuf_0012,Manuf_0616,1
16,Manuf_0012,Manuf_0618,1
17,Manuf_0012,Manuf_0622,1
18,Manuf_0013,Manuf_0615,1
19,Manuf_0013,Manuf_0616,1
20,Manuf_0013,Manuf_0618,1
21,Manuf_0013,Manuf_0622,1
22,Manuf_0014,Manuf_0615,1
23,Manuf_0014,Manuf_0616,1
24,Manuf_0014,Manuf_0617,1
25,Manuf_0014,Manuf_0618,1
26,Manuf_0014,Manuf_0619,1
27,Manuf_0014,Manuf_0621,1
28,Manuf_0014,Manuf_0622,1
29,Manuf_0015,Manuf_0615,1
30,Manuf_0015,Manuf_0616,1
31,Manuf_0016,Manuf_0615,1
32,Manuf_0016,Manuf_0616,1
33,Manuf_0016,Manuf_0618,1
34,Manuf_0016,Manuf_0622,1
35,Manuf_0017,Manuf_0615,1
36,Manuf_0018,Manuf_0615,1
37,Manuf_0019,Manuf_0615,1
38,Manuf_0019,Manuf_0617,1
39,Manuf_0020,Manuf_0615,1
40,Manuf_0020,Manuf_0617,1
41,Manuf_0021,Manuf_0615,1
42,Manuf_0021,Manuf_0616,1
43,Manuf_0022,Manuf_0615,1
44,Manuf_0022,Manuf_0616,1
45,Manuf_0022,Manuf_0618,1
46,Manuf_0022,Manuf_0619,1
47,Manuf_0022,Manuf_0622,1
48,Manuf_0023,Manuf_0615,1
49,Manuf_0023,Manuf_0616,1
50,Manuf_0023,Manuf_0618,1
51,Manuf_0023,Manuf_0619,1
52,Manuf_0023,Manuf_0622,1
53,Manuf_0024,Manuf_0615,1
54,Manuf_0024,Manuf_0616,1
55,Manuf_0024,Manuf_0618,1
56,Manuf_0024,Manuf_0622,1
57,Manuf_0025,Manuf_0615,1
