,plnt,prod,ub,pipeline,demand
0,0,Dist_0009,4020.0,56280.0,300.0
1,0,Dist_0010,4020.0,0.0,900.0
2,1,Dist_0008,4020.0,56280.0,420.0
3,1,Dist_0009,4020.0,56280.0,300.0
4,2,Dist_0008,4020.0,56280.0,420.0
5,2,Dist_0009,4020.0,56280.0,300.0
6,2,Dist_0011,4020.0,0.0,210.0
7,3,Dist_0004,4020.0,140700.0,
8,3,Dist_0007,4020.0,140700.0,30.0
9,4,Dist_0004,4020.0,140700.0,
10,4,Dist_0006,4020.0,140700.0,90.0
11,5,Dist_0001,4020.0,140700.0,
12,5,Dist_0002,4020.0,140700.0,600.0
13,5,Dist_0003,4020.0,140700.0,150.0
14,5,Dist_0004,4020.0,140700.0,
15,5,Dist_0005,4020.0,140700.0,300.0
16,6,Manuf_0001,4020.0,140700.0,
17,6,Manuf_0004,4020.0,140700.0,
18,7,Manuf_0001,4020.0,140700.0,
19,7,Manuf_0004,4020.0,140700.0,
20,8,Manuf_0002,4020.0,140700.0,
21,8,Manuf_0003,4020.0,140700.0,
22,8,Manuf_0004,4020.0,140700.0,
23,8,Manuf_0005,4020.0,140700.0,
24,8,Manuf_0006,4020.0,140700.0,
25,8,Manuf_0007,4020.0,140700.0,
26,9,Part_0001,4020.0,361800.0,
27,9,Part_0003,4020.0,482400.0,
28,10,Part_0002,4020.0,482400.0,
29,10,Part_0004,4020.0,0.0,
30,11,Part_0002,4020.0,482400.0,
31,11,Part_0003,4020.0,482400.0,
