,plnt,prod,ub,pipeline,demand
0,0,Retail_0002,10.1,40.4,1.99
1,0,Retail_0005,10.1,50.5,0.74
2,1,Retail_0001,10.1,60.599999999999994,2.03
3,1,Retail_0003,10.1,60.599999999999994,0.9
4,2,Retail_0001,10.1,60.599999999999994,2.03
5,2,Retail_0004,10.1,50.5,1.34
6,2,Retail_0006,10.1,70.7,1.07
7,3,Manuf_0004,10.1,353.5,
8,3,Manuf_0006,10.1,353.5,
9,4,Manuf_0004,10.1,353.5,
10,4,Manuf_0006,10.1,353.5,
11,5,Manuf_0001,10.1,282.8,
12,5,Manuf_0002,10.1,343.4,
13,5,Manuf_0003,10.1,343.4,
14,5,Manuf_0005,10.1,343.4,
15,6,Trans_0001,10.1,121.19999999999999,
16,6,Trans_0008,10.1,67.266,
17,7,Trans_0007,10.1,80.8,
18,7,Trans_0013,10.1,73.932,
19,8,Trans_0001,10.1,121.19999999999999,
20,8,Trans_0002,10.1,80.8,
21,8,Trans_0003,10.1,70.7,
22,8,Trans_0004,10.1,70.7,
23,8,Trans_0005,10.1,90.89999999999999,
24,8,Trans_0006,10.1,90.89999999999999,
25,8,Trans_0009,10.1,89.89,
26,8,Trans_0010,10.1,343.4,
27,8,Trans_0011,10.1,78.17399999999999,
28,8,Trans_0012,10.1,87.971,
29,9,Part_0008,10.1,333.3,
30,9,Part_0012,10.1,40.4,
31,10,Part_0005,10.1,252.5,
32,10,Part_0012,10.1,40.4,
33,11,Part_0001,10.1,70.7,
34,11,Part_0002,10.1,104.535,
35,11,Part_0003,10.1,102.919,
36,11,Part_0004,10.1,94.031,
37,11,Part_0006,10.1,86.25399999999999,
38,11,Part_0007,10.1,101.0,
39,11,Part_0009,10.1,60.599999999999994,
40,11,Part_0010,10.1,90.89999999999999,
41,11,Part_0011,10.1,70.7,
42,11,Part_0013,10.1,70.7,
