,child,parent,units
0,Manuf_0001,Manuf_0099,1
1,Manuf_0001,Manuf_0101,1
2,Manuf_0001,Manuf_0102,1
3,Manuf_0001,Manuf_0103,1
4,Manuf_0001,Manuf_0104,1
5,Manuf_0001,Manuf_0107,1
6,Manuf_0002,Manuf_0099,1
7,Manuf_0002,Manuf_0101,1
8,Manuf_0002,Manuf_0102,1
9,Manuf_0002,Manuf_0103,1
10,Manuf_0002,Manuf_0104,1
11,Manuf_0002,Manuf_0106,1
12,Manuf_0002,Manuf_0107,1
13,Manuf_0003,Manuf_0099,1
14,Manuf_0003,Manuf_0101,1
15,Manuf_0003,Manuf_0102,1
16,Manuf_0004,Manuf_0099,1
17,Manuf_0004,Manuf_0101,1
18,Manuf_0004,Manuf_0102,1
19,Manuf_0004,Manuf_0103,1
20,Manuf_0004,Manuf_0104,1
21,Manuf_0004,Manuf_0106,1
22,Manuf_0004,Manuf_0107,1
23,Manuf_0005,Manuf_0099,1
24,Manuf_0005,Manuf_0101,1
25,Manuf_0005,Manuf_0102,1
26,Manuf_0005,Manuf_0103,1
27,Manuf_0005,Manuf_0104,1
28,Manuf_0005,Manuf_0106,1
29,Manuf_0005,Manuf_0107,1
30,Manuf_0006,Manuf_0099,1
31,Manuf_0006,Manuf_0101,1
32,Manuf_0006,Manuf_0102,1
33,Manuf_0006,Manuf_0103,1
34,Manuf_0006,Manuf_0104,1
35,Manuf_0006,Manuf_0106,1
36,Manuf_0006,Manuf_0107,1
37,Manuf_0007,Manuf_0100,1
38,Manuf_0007,Manuf_0101,1
39,Manuf_0007,Manuf_0102,1
40,Manuf_0007,Manuf_0103,1
41,Manuf_0007,Manuf_0104,1
42,Manuf_0007,Manuf_0106,1
43,Manuf_0007,Manuf_0107,1
44,Manuf_0007,Manuf_0108,1
45,Manuf_0008,Manuf_0100,1
46,Manuf_0008,Manuf_0101,1
47,Manuf_0008,Manuf_0102,1
48,Manuf_0008,Manuf_0103,1
49,Manuf_0008,Manuf_0104,1
50,Manuf_0008,Manuf_0106,1
51,Manuf_0008,Manuf_0107,1
52,Manuf_0008,Manuf_0108,1
53,Manuf_0009,Manuf_0100,1
54,Manuf_0009,Manuf_0101,1
55,Manuf_0009,Manuf_0102,1
56,Manuf_0009,Manuf_0103,1
57,Manuf_0009,Manuf_0104,1
58,Manuf_0009,Manuf_0106,1
59,Manuf_0009,Manuf_0108,1
60,Manuf_0010,Manuf_0100,1
61,Manuf_0010,Manuf_0101,1
62,Manuf_0010,Manuf_0102,1
63,Manuf_0010,Manuf_0103,1
64,Manuf_0010,Manuf_0104,1
65,Manuf_0010,Manuf_0106,1
66,Manuf_0010,Manuf_0108,1
67,Manuf_0011,Manuf_0100,1
68,Manuf_0011,Manuf_0101,1
69,Manuf_0011,Manuf_0102,1
70,Manuf_0011,Manuf_0103,1
71,Manuf_0011,Manuf_0104,1
72,Manuf_0011,Manuf_0106,1
73,Manuf_0011,Manuf_0107,1
74,Manuf_0011,Manuf_0108,1
75,Manuf_0012,Manuf_0100,1
76,Manuf_0012,Manuf_0101,1
77,Manuf_0012,Manuf_0102,1
78,Manuf_0012,Manuf_0103,1
79,Manuf_0012,Manuf_0104,1
80,Manuf_0012,Manuf_0105,1
81,Manuf_0012,Manuf_0106,1
82,Manuf_0012,Manuf_0107,1
83,Manuf_0012,Manuf_0108,1
84,Manuf_0013,Manuf_0100,1
85,Manuf_0013,Manuf_0101,1
86,Manuf_0013,Manuf_0102,1
87,Manuf_0013,Manuf_0103,1
88,Manuf_0013,Manuf_0104,1
89,Manuf_0013,Manuf_0106,1
90,Manuf_0013,Manuf_0107,1
91,Manuf_0013,Manuf_0108,1
92,Manuf_0014,Manuf_0100,1
93,Manuf_0014,Manuf_0101,1
94,Manuf_0014,Manuf_0102,1
95,Manuf_0014,Manuf_0103,1
96,Manuf_0014,Manuf_0104,1
97,Manuf_0014,Manuf_0106,1
98,Manuf_0014,Manuf_0107,1
99,Manuf_0014,Manuf_0108,1
100,Manuf_0015,Manuf_0101,1
101,Manuf_0015,Manuf_0102,1
102,Manuf_0015,Manuf_0103,1
103,Manuf_0015,Manuf_0106,1
104,Manuf_0015,Manuf_0107,1
105,Manuf_0015,Manuf_0108,1
106,Manuf_0016,Manuf_0101,1
107,Manuf_0016,Manuf_0102,1
108,Manuf_0016,Manuf_0107,1
109,Manuf_0017,Manuf_0101,1
110,Manuf_0017,Manuf_0102,1
111,Manuf_0017,Manuf_0107,1
112,Manuf_0018,Manuf_0101,1
113,Manuf_0018,Manuf_0102,1
114,Manuf_0018,Manuf_0106,1
115,Manuf_0018,Manuf_0107,1
116,Manuf_0019,Manuf_0101,1
117,Manuf_0019,Manuf_0102,1
118,Manuf_0019,Manuf_0103,1
119,Manuf_0019,Manuf_0104,1
120,Manuf_0019,Manuf_0107,1
121,Manuf_0020,Manuf_0101,1
122,Manuf_0020,Manuf_0102,1
123,Manuf_0020,Manuf_0103,1
124,Manuf_0020,Manuf_0107,1
125,Manuf_0021,Manuf_0101,1
126,Manuf_0021,Manuf_0102,1
127,Manuf_0021,Manuf_0103,1
128,Manuf_0021,Manuf_0106,1
129,Manuf_0021,Manuf_0107,1
130,Manuf_0022,Manuf_0101,1
131,Manuf_0022,Manuf_0102,1
132,Manuf_0022,Manuf_0103,1
133,Manuf_0022,Manuf_0104,1
134,Manuf_0022,Manuf_0106,1
135,Manuf_0022,Manuf_0107,1
136,Manuf_0023,Manuf_0101,1
137,Manuf_0023,Manuf_0102,1
138,Manuf_0023,Manuf_0103,1
139,Manuf_0023,Manuf_0106,1
140,Manuf_0023,Manuf_0107,1
141,Manuf_0024,Manuf_0101,1
142,Manuf_0024,Manuf_0102,1
143,Manuf_0024,Manuf_0103,1
144,Manuf_0024,Manuf_0106,1
145,Manuf_0024,Manuf_0108,1
146,Manuf_0025,Manuf_0101,1
147,Manuf_0025,Manuf_0102,1
148,Manuf_0025,Manuf_0104,1
149,Manuf_0025,Manuf_0106,1
150,Manuf_0025,Manuf_0107,1
151,Manuf_0026,Manuf_0101,1
152,Manuf_0026,Manuf_0102,1
153,Manuf_0026,Manuf_0106,1
154,Manuf_0026,Manuf_0107,1
155,Manuf_0027,Manuf_0101,1
156,Manuf_0027,Manuf_0102,1
157,Manuf_0027,Manuf_0103,1
158,Manuf_0027,Manuf_0104,1
159,Manuf_0027,Manuf_0107,1
160,Manuf_0028,Manuf_0101,1
161,Manuf_0028,Manuf_0102,1
162,Manuf_0028,Manuf_0103,1
163,Manuf_0028,Manuf_0106,1
164,Manuf_0028,Manuf_0107,1
165,Manuf_0029,Manuf_0101,1
166,Manuf_0029,Manuf_0102,1
167,Manuf_0029,Manuf_0103,1
168,Manuf_0029,Manuf_0104,1
169,Manuf_0029,Manuf_0106,1
170,Manuf_0029,Manuf_0107,1
171,Manuf_0030,Manuf_0101,1
172,Manuf_0030,Manuf_0102,1
173,Manuf_0030,Manuf_0103,1
174,Manuf_0030,Manuf_0106,1
175,Manuf_0030,Manuf_0107,1
176,Manuf_0031,Manuf_0101,1
177,Manuf_0031,Manuf_0102,1
178,Manuf_0031,Manuf_0103,1
179,Manuf_0031,Manuf_0105,1
180,Manuf_0031,Manuf_0106,1
181,Manuf_0031,Manuf_0107,1
182,Manuf_0031,Manuf_0108,1
183,Manuf_0032,Manuf_0101,1
