,plnt,prod,ub,pipeline,demand
0,0,Retail_0029,1031.959999999999,4695.417999999995,1.08
1,0,Retail_0102,1031.959999999999,8606.54639999999,2.44
2,1,Retail_0085,1031.959999999999,5975.048399999993,2.52
3,1,Retail_0226,1031.959999999999,4922.449199999995,1.11
4,2,Dist_0001,1031.959999999999,1031.959999999999,1.19
5,2,Dist_0002,1031.959999999999,1031.959999999999,1.24
6,2,Dist_0003,1031.959999999999,1031.959999999999,2.07
7,2,Dist_0004,1031.959999999999,1031.959999999999,0.78
8,2,Dist_0005,1031.959999999999,1031.959999999999,1.37
9,2,Dist_0006,1031.959999999999,1031.959999999999,1.45
10,2,Dist_0007,1031.959999999999,1031.959999999999,1.67
11,2,Dist_0008,1031.959999999999,1031.959999999999,1.26
12,2,Dist_0009,1031.959999999999,1031.959999999999,2.64
13,2,Dist_0010,1031.959999999999,1031.959999999999,1.25
14,2,Dist_0011,1031.959999999999,1031.959999999999,1.0
15,2,Dist_0012,1031.959999999999,1031.959999999999,1.73
16,2,Dist_0013,1031.959999999999,1031.959999999999,4.22
17,2,Dist_0014,1031.959999999999,1031.959999999999,5.57
18,2,Dist_0015,1031.959999999999,1031.959999999999,2.84
19,2,Dist_0016,1031.959999999999,1031.959999999999,7.03
20,2,Dist_0017,1031.959999999999,1031.959999999999,2.67
21,2,Dist_0018,1031.959999999999,1031.959999999999,2.36
22,2,Dist_0019,1031.959999999999,1031.959999999999,2.22
23,2,Dist_0020,1031.959999999999,1031.959999999999,2.45
24,2,Dist_0021,1031.959999999999,1031.959999999999,3.63
25,2,Dist_0022,1031.959999999999,1031.959999999999,2.59
26,2,Dist_0023,1031.959999999999,1031.959999999999,1.54
27,2,Dist_0024,1031.959999999999,1031.959999999999,2.71
28,2,Dist_0025,1031.959999999999,1031.959999999999,1.68
29,2,Dist_0026,1031.959999999999,1031.959999999999,2.77
30,2,Dist_0027,1031.959999999999,1031.959999999999,1.1
31,2,Dist_0028,1031.959999999999,1031.959999999999,1.69
32,2,Dist_0029,1031.959999999999,1031.959999999999,1.4
33,2,Dist_0030,1031.959999999999,1031.959999999999,3.13
34,2,Dist_0031,1031.959999999999,1031.959999999999,1.08
35,2,Dist_0032,1031.959999999999,1031.959999999999,1.92
36,2,Dist_0033,1031.959999999999,1031.959999999999,2.9
37,2,Dist_0034,1031.959999999999,1031.959999999999,0.68
38,2,Dist_0035,1031.959999999999,1031.959999999999,10.76
39,2,Dist_0036,1031.959999999999,1031.959999999999,1.1
40,2,Retail_0001,1031.959999999999,6253.677599999993,1.5
41,2,Retail_0002,1031.959999999999,3632.499199999996,1.76
42,2,Retail_0003,1031.959999999999,4716.057199999996,3.14
