,child,parent,units
0,Manuf_0001,Retail_0001,1
1,Manuf_0002,Retail_0002,1
2,Manuf_0003,Retail_0003,1
3,Manuf_0004,Retail_0004,1
4,Manuf_0005,Retail_0005,1
5,Manuf_0006,Retail_0006,1
6,Part_0001,Trans_0001,1
7,Part_0002,Trans_0002,1
8,Part_0003,Trans_0003,1
9,Part_0004,Trans_0004,1
10,Part_0005,Trans_0005,1
11,Part_0006,Trans_0006,1
12,Part_0007,Trans_0007,1
13,Part_0008,Trans_0008,1
14,Part_0009,Trans_0009,1
15,Part_0010,Trans_0010,1
16,Part_0011,Trans_0011,1
17,Part_0012,Trans_0012,1
18,Part_0013,Trans_0013,1
19,Trans_0001,Manuf_0001,1
20,Trans_0001,Manuf_0002,1
21,Trans_0001,Manuf_0003,1
22,Trans_0001,Manuf_0004,1
23,Trans_0001,Manuf_0005,1
24,Trans_0001,Manuf_0006,1
25,Trans_0002,Manuf_0001,1
26,Trans_0002,Manuf_0002,1
27,Trans_0003,Manuf_0003,1
28,Trans_0003,Manuf_0004,1
29,Trans_0004,Manuf_0005,1
30,Trans_0004,Manuf_0006,1
31,Trans_0005,Manuf_0001,1
32,Trans_0005,Manuf_0003,1
33,Trans_0005,Manuf_0005,1
34,Trans_0006,Manuf_0002,1
35,Trans_0006,Manuf_0004,1
36,Trans_0006,Manuf_0006,1
37,Trans_0007,Manuf_0001,1
38,Trans_0007,Manuf_0002,1
39,Trans_0007,Manuf_0004,1
40,Trans_0007,Manuf_0005,1
41,Trans_0007,Manuf_0006,1
42,Trans_0008,Manuf_0001,1
43,Trans_0008,Manuf_0002,1
44,Trans_0008,Manuf_0003,1
45,Trans_0008,Manuf_0004,1
46,Trans_0008,Manuf_0005,1
47,Trans_0008,Manuf_0006,1
48,Trans_0009,Manuf_0001,1
49,Trans_0009,Manuf_0002,1
50,Trans_0009,Manuf_0003,1
51,Trans_0009,Manuf_0004,1
52,Trans_0009,Manuf_0005,1
53,Trans_0009,Manuf_0006,1
54,Trans_0010,Manuf_0001,1
55,Trans_0010,Manuf_0002,1
56,Trans_0010,Manuf_0003,1
57,Trans_0010,Manuf_0004,1
58,Trans_0010,Manuf_0005,1
59,Trans_0010,Manuf_0006,1
60,Trans_0011,Manuf_0001,1
61,Trans_0011,Manuf_0002,1
62,Trans_0011,Manuf_0003,1
63,Trans_0011,Manuf_0004,1
64,Trans_0011,Manuf_0005,1
65,Trans_0011,Manuf_0006,1
66,Trans_0012,Manuf_0001,1
67,Trans_0012,Manuf_0002,1
68,Trans_0012,Manuf_0003,1
69,Trans_0012,Manuf_0004,1
70,Trans_0012,Manuf_0005,1
71,Trans_0012,Manuf_0006,1
72,Trans_0013,Manuf_0001,1
73,Trans_0013,Manuf_0002,1
74,Trans_0013,Manuf_0003,1
75,Trans_0013,Manuf_0004,1
76,Trans_0013,Manuf_0005,1
77,Trans_0013,Manuf_0006,1
