,child,parent,units
0,Dist_0001,Retail_0001,1
1,Dist_0001,Retail_0002,1
2,Dist_0002,Retail_0003,1
3,Dist_0002,Retail_0004,1
4,Dist_0003,Retail_0005,1
5,Dist_0003,Retail_0006,1
6,Dist_0004,Retail_0007,1
7,Dist_0004,Retail_0008,1
8,Dist_0005,Retail_0009,1
9,Dist_0005,Retail_0010,1
10,Dist_0006,Retail_0011,1
11,Dist_0006,Retail_0012,1
12,Dist_0007,Retail_0013,1
13,Dist_0007,Retail_0014,1
14,Dist_0008,Retail_0015,1
15,Dist_0008,Retail_0016,1
16,Dist_0009,Retail_0017,1
17,Dist_0009,Retail_0018,1
18,Dist_0010,Retail_0019,1
19,Dist_0010,Retail_0020,1
20,Dist_0011,Retail_0021,1
21,Dist_0011,Retail_0022,1
22,Dist_0012,Retail_0023,1
23,Dist_0012,Retail_0024,1
24,Dist_0013,Retail_0025,1
25,Dist_0013,Retail_0026,1
26,Dist_0014,Retail_0027,1
27,Dist_0014,Retail_0028,1
28,Dist_0015,Retail_0029,1
29,Dist_0015,Retail_0030,1
30,Dist_0016,Retail_0031,1
31,Dist_0016,Retail_0032,1
32,Dist_0017,Retail_0033,1
33,Dist_0017,Retail_0034,1
34,Manuf_0001,Manuf_0014,1
35,Manuf_0001,Manuf_0015,1
36,Manuf_0001,Manuf_0016,1
37,Manuf_0001,Manuf_0017,1
38,Manuf_0001,Manuf_0018,1
39,Manuf_0001,Manuf_0019,1
40,Manuf_0001,Manuf_0020,1
41,Manuf_0001,Manuf_0021,1
42,Manuf_0001,Manuf_0022,1
43,Manuf_0001,Manuf_0023,1
44,Manuf_0001,Manuf_0024,1
45,Manuf_0002,Manuf_0014,1
46,Manuf_0002,Manuf_0015,1
47,Manuf_0002,Manuf_0016,1
48,Manuf_0002,Manuf_0017,1
49,Manuf_0002,Manuf_0018,1
50,Manuf_0002,Manuf_0019,1
51,Manuf_0002,Manuf_0020,1
52,Manuf_0002,Manuf_0021,1
53,Manuf_0002,Manuf_0022,1
54,Manuf_0002,Manuf_0023,1
55,Manuf_0002,Manuf_0024,1
56,Manuf_0003,Manuf_0014,1
57,Manuf_0003,Manuf_0015,1
58,Manuf_0003,Manuf_0016,1
59,Manuf_0003,Manuf_0017,1
60,Manuf_0003,Manuf_0018,1
61,Manuf_0003,Manuf_0019,1
62,Manuf_0003,Manuf_0020,1
63,Manuf_0003,Manuf_0021,1
64,Manuf_0003,Manuf_0022,1
65,Manuf_0003,Manuf_0023,1
66,Manuf_0003,Manuf_0024,1
67,Manuf_0004,Manuf_0014,1
68,Manuf_0004,Manuf_0015,1
69,Manuf_0004,Manuf_0016,1
70,Manuf_0004,Manuf_0017,1
71,Manuf_0004,Manuf_0018,1
72,Manuf_0004,Manuf_0019,1
73,Manuf_0004,Manuf_0020,1
74,Manuf_0004,Manuf_0021,1
75,Manuf_0004,Manuf_0022,1
76,Manuf_0004,Manuf_0023,1
77,Manuf_0004,Manuf_0024,1
78,Manuf_0005,Manuf_0025,1
79,Manuf_0006,Manuf_0025,1
80,Manuf_0007,Manuf_0025,1
81,Manuf_0008,Manuf_0025,1
82,Manuf_0009,Manuf_0025,1
83,Manuf_0010,Manuf_0025,1
84,Manuf_0011,Manuf_0027,1
85,Manuf_0012,Manuf_0029,1
86,Manuf_0013,Manuf_0030,1
87,Manuf_0014,Manuf_0031,1
88,Manuf_0015,Manuf_0032,1
89,Manuf_0016,Manuf_0033,1
90,Manuf_0017,Manuf_0034,1
91,Manuf_0018,Manuf_0035,1
92,Manuf_0019,Manuf_0036,1
93,Manuf_0020,Manuf_0037,1
94,Manuf_0021,Manuf_0038,1
95,Manuf_0022,Manuf_0039,1
96,Manuf_0023,Manuf_0040,1
97,Manuf_0024,Manuf_0041,1
98,Manuf_0025,Manuf_0042,1
99,Manuf_0026,Manuf_0043,1
100,Manuf_0027,Manuf_0044,1
101,Manuf_0028,Manuf_0045,1
102,Manuf_0029,Manuf_0046,1
103,Manuf_0030,Manuf_0047,1
104,Manuf_0031,Manuf_0048,1
105,Manuf_0032,Manuf_0049,1
106,Manuf_0033,Manuf_0050,1
107,Manuf_0034,Manuf_0051,1
108,Manuf_0035,Manuf_0052,1
109,Manuf_0036,Manuf_0053,1
110,Manuf_0037,Manuf_0054,1
111,Manuf_0038,Manuf_0055,1
112,Manuf_0039,Manuf_0056,1
113,Manuf_0040,Manuf_0057,1
114,Manuf_0041,Manuf_0058,1
115,Manuf_0042,Manuf_0059,1
116,Manuf_0043,Dist_0001,1
117,Manuf_0044,Dist_0002,1
118,Manuf_0045,Dist_0003,1
119,Manuf_0046,Dist_0004,1
120,Manuf_0047,Dist_0005,1
121,Manuf_0048,Dist_0006,1
122,Manuf_0049,Dist_0007,1
123,Manuf_0050,Dist_0008,1
124,Manuf_0051,Dist_0009,1
125,Manuf_0052,Dist_0010,1
126,Manuf_0053,Dist_0011,1
127,Manuf_0054,Dist_0012,1
128,Manuf_0055,Dist_0013,1
129,Manuf_0056,Dist_0014,1
130,Manuf_0057,Dist_0015,1
131,Manuf_0058,Dist_0016,1
132,Manuf_0059,Dist_0017,1
133,Part_0001,Manuf_0001,1
134,Part_0001,Manuf_0002,1
135,Part_0001,Manuf_0003,1
136,Part_0001,Manuf_0004,1
137,Part_0001,Manuf_0014,1
138,Part_0001,Manuf_0017,1
139,Part_0001,Manuf_0018,1
140,Part_0001,Manuf_0019,1
141,Part_0001,Manuf_0020,1
142,Part_0001,Manuf_0021,1
143,Part_0001,Manuf_0022,1
