,plnt,prod,ub,pipeline,demand
0,0,Retail_0001,495.0,495.0,75.0
1,0,Retail_0002,495.0,495.0,90.0
2,1,Retail_0001,495.0,495.0,75.0
3,1,Retail_0002,495.0,495.0,90.0
4,2,Retail_0001,495.0,495.0,75.0
5,2,Retail_0002,495.0,495.0,90.0
6,3,Trans_0034,495.0,24997.5,
7,3,Trans_0036,495.0,26482.5,
8,4,Trans_0031,495.0,3465.0,
9,4,Trans_0032,495.0,4455.0,
10,5,Trans_0031,495.0,3465.0,
11,5,Trans_0033,495.0,1485.0,
12,5,Trans_0034,495.0,24997.5,
13,5,Trans_0035,495.0,8687.25,
14,6,Manuf_0043,495.0,495.0,
15,6,Manuf_0044,495.0,1831.5,
16,7,Manuf_0043,495.0,495.0,
17,7,Manuf_0044,495.0,1831.5,
18,8,Manuf_0043,495.0,495.0,
19,8,Manuf_0044,495.0,1831.5,
20,9,Manuf_0020,495.0,990.0,
21,9,Part_0056,495.0,495.0,
22,10,Manuf_0034,495.0,990.0,
23,10,Trans_0030,495.0,990.0,
24,11,Manuf_0014,495.0,990.0,
25,11,Manuf_0015,495.0,495.0,
26,11,Manuf_0016,495.0,495.0,
27,11,Manuf_0017,495.0,495.0,
28,11,Manuf_0018,495.0,495.0,
29,11,Manuf_0019,495.0,22275.0,
30,11,Manuf_0021,495.0,495.0,
31,11,Manuf_0022,495.0,990.0,
32,11,Manuf_0023,495.0,495.0,
33,11,Manuf_0024,495.0,990.0,
34,11,Manuf_0025,495.0,990.0,
35,11,Manuf_0026,495.0,495.0,
36,11,Manuf_0027,495.0,495.0,
37,11,Manuf_0028,495.0,495.0,
38,11,Manuf_0029,495.0,990.0,
39,11,Manuf_0030,495.0,39600.0,
40,11,Manuf_0031,495.0,990.0,
41,11,Manuf_0032,495.0,495.0,
42,11,Manuf_0033,495.0,495.0,
43,11,Manuf_0035,495.0,495.0,
44,11,Manuf_0036,495.0,495.0,
45,11,Manuf_0037,495.0,990.0,
46,11,Manuf_0038,495.0,495.0,
47,11,Manuf_0039,495.0,990.0,
48,11,Manuf_0040,495.0,990.0,
49,11,Manuf_0041,495.0,495.0,
50,11,Manuf_0042,495.0,495.0,
51,11,Part_0048,495.0,9405.0,
52,11,Part_0049,495.0,8910.0,
53,11,Part_0050,495.0,495.0,
54,11,Part_0051,495.0,7425.0,
55,11,Part_0052,495.0,495.0,
56,11,Part_0053,495.0,495.0,
57,11,Part_0054,495.0,495.0,
58,11,Part_0055,495.0,20790.0,
59,11,Part_0057,495.0,9405.0,
60,11,Part_0058,495.0,5940.0,
61,11,Part_0059,495.0,13860.0,
62,11,Part_0060,495.0,8415.0,
63,11,Part_0061,495.0,12375.0,
64,11,Part_0062,495.0,17820.0,
65,11,Part_0063,495.0,990.0,
66,11,Part_0064,495.0,23265.0,
67,11,Part_0065,495.0,5940.0,
68,11,Part_0066,495.0,1485.0,
69,11,Part_0067,495.0,1980.0,
70,11,Part_0068,495.0,990.0,
71,11,Part_0069,495.0,17820.0,
72,11,Part_0070,495.0,990.0,
73,11,Part_0071,495.0,495.0,
74,11,Part_0072,495.0,990.0,
75,11,Part_0073,495.0,8415.0,
