,plnt,prod,ub,pipeline,demand
0,0,Retail_0001,4607.25,23036.25,653.5
1,0,Retail_0002,4607.25,23036.25,882.25
2,1,Retail_0001,4607.25,23036.25,653.5
3,1,Retail_0002,4607.25,23036.25,882.25
4,2,Retail_0001,4607.25,23036.25,653.5
5,2,Retail_0002,4607.25,23036.25,882.25
6,3,Dist_0009,4607.25,18429.0,
7,3,Dist_0010,4607.25,18429.0,
8,4,Dist_0009,4607.25,18429.0,
9,4,Dist_0010,4607.25,18429.0,
10,5,Dist_0009,4607.25,18429.0,
11,5,Dist_0010,4607.25,18429.0,
12,6,Manuf_0003,4607.25,12641.372549999998,
13,6,Manuf_0004,4607.25,12641.372549999998,
14,7,Manuf_0003,4607.25,12641.372549999998,
15,7,Manuf_0004,4607.25,12641.372549999998,
16,8,Manuf_0003,4607.25,12641.372549999998,
17,8,Manuf_0004,4607.25,12641.372549999998,
18,9,Trans_0011,4607.25,80626.875,
19,9,Trans_0012,4607.25,80626.875,
20,10,Trans_0011,4607.25,80626.875,
21,10,Trans_0012,4607.25,80626.875,
22,11,Trans_0011,4607.25,80626.875,
23,11,Trans_0012,4607.25,80626.875,
24,12,Manuf_0001,4607.25,4607.25,
25,12,Manuf_0002,4607.25,4607.25,
26,13,Manuf_0001,4607.25,4607.25,
27,13,Manuf_0002,4607.25,4607.25,
28,14,Manuf_0001,4607.25,4607.25,
29,14,Manuf_0002,4607.25,4607.25,
30,15,Dist_0008,4607.25,43768.875,
31,15,Part_0011,4607.25,149735.625,
32,16,Dist_0004,4607.25,43768.875,
33,16,Dist_0006,4607.25,43768.875,
34,17,Dist_0001,4607.25,43768.875,
35,17,Dist_0002,4607.25,43768.875,
36,17,Dist_0003,4607.25,43768.875,
37,17,Dist_0004,4607.25,43768.875,
38,17,Dist_0005,4607.25,43768.875,
39,17,Dist_0007,4607.25,43768.875,
40,17,Part_0012,4607.25,172771.875,
41,17,Trans_0009,4607.25,10135.95,
42,17,Trans_0010,4607.25,11057.4,
43,18,Trans_0002,4607.25,18429.0,
44,18,Trans_0006,4607.25,27643.5,
45,19,Part_0009,4607.25,184290.0,
46,19,Trans_0003,4607.25,18429.0,
47,20,Part_0010,4607.25,195808.125,
48,20,Trans_0001,4607.25,40543.8,
49,20,Trans_0004,4607.25,27643.5,
50,20,Trans_0005,4607.25,18429.0,
51,20,Trans_0007,4607.25,27643.5,
52,20,Trans_0008,4607.25,18429.0,
53,21,Part_0002,4607.25,184290.0,
54,21,Part_0008,4607.25,184290.0,
55,22,Part_0001,4607.25,195808.125,
56,22,Part_0005,4607.25,80626.875,
57,23,Part_0003,4607.25,80626.875,
58,23,Part_0004,4607.25,175075.5,
59,23,Part_0006,4607.25,184290.0,
60,23,Part_0007,4607.25,80626.875,
61,23,Part_0008,4607.25,184290.0,
