,child,parent,units
0,Manuf_0001,Manuf_0003,1
1,Manuf_0002,Manuf_0003,1
2,Manuf_0003,Manuf_0006,1
3,Manuf_0004,Manuf_0008,1
4,Manuf_0005,Manuf_0009,1
5,Manuf_0006,Manuf_0010,1
6,Manuf_0007,Trans_0005,1
7,Manuf_0008,Trans_0008,1
8,Manuf_0009,Trans_0018,1
9,Manuf_0009,Trans_0019,1
10,Manuf_0010,Trans_0017,1
11,Manuf_0010,Trans_0028,1
12,Manuf_0011,Manuf_0015,1
13,Manuf_0012,Manuf_0018,1
14,Manuf_0013,Manuf_0039,1
15,Manuf_0014,Manuf_0043,1
16,Manuf_0015,Manuf_0043,1
17,Manuf_0016,Manuf_0043,1
18,Manuf_0017,Manuf_0043,1
19,Manuf_0018,Manuf_0043,1
20,Manuf_0019,Manuf_0043,1
21,Manuf_0020,Manuf_0043,1
22,Manuf_0021,Manuf_0043,1
23,Manuf_0022,Manuf_0043,1
24,Manuf_0023,Manuf_0043,1
25,Manuf_0024,Manuf_0043,1
26,Manuf_0025,Manuf_0043,1
27,Manuf_0026,Manuf_0043,1
28,Manuf_0027,Manuf_0043,1
29,Manuf_0028,Manuf_0043,1
30,Manuf_0029,Manuf_0044,1
31,Manuf_0030,Manuf_0044,1
32,Manuf_0031,Manuf_0044,1
33,Manuf_0032,Manuf_0044,1
34,Manuf_0033,Manuf_0044,1
35,Manuf_0034,Manuf_0044,1
36,Manuf_0035,Manuf_0044,1
37,Manuf_0036,Manuf_0044,1
38,Manuf_0037,Manuf_0044,1
39,Manuf_0038,Manuf_0044,1
40,Manuf_0039,Manuf_0044,1
41,Manuf_0040,Manuf_0044,1
42,Manuf_0041,Manuf_0044,1
43,Manuf_0042,Manuf_0044,1
44,Manuf_0043,Trans_0031,1
45,Manuf_0043,Trans_0032,1
46,Manuf_0043,Trans_0033,1
47,Manuf_0044,Trans_0034,1
48,Manuf_0044,Trans_0035,1
49,Manuf_0044,Trans_0036,1
50,Part_0001,Manuf_0001,1
51,Part_0002,Manuf_0002,1
52,Part_0003,Manuf_0004,1
53,Part_0004,Manuf_0005,1
54,Part_0005,Manuf_0007,1
55,Part_0006,Manuf_0009,1
56,Part_0007,Manuf_0009,1
57,Part_0008,Manuf_0009,1
58,Part_0009,Manuf_0009,1
59,Part_0010,Manuf_0009,1
60,Part_0011,Manuf_0009,1
61,Part_0012,Manuf_0009,1
62,Part_0013,Manuf_0009,1
63,Part_0014,Trans_0001,1
64,Part_0014,Trans_0002,1
65,Part_0015,Manuf_0011,1
66,Part_0016,Trans_0003,1
67,Part_0017,Trans_0004,1
68,Part_0018,Trans_0006,1
69,Part_0019,Trans_0007,1
70,Part_0020,Trans_0009,1
71,Part_0020,Trans_0020,1
72,Part_0021,Trans_0010,1
73,Part_0021,Trans_0021,1
74,Part_0022,Trans_0011,1
75,Part_0022,Trans_0022,1
76,Part_0023,Trans_0012,1
77,Part_0023,Trans_0023,1
78,Part_0024,Trans_0013,1
79,Part_0024,Trans_0024,1
80,Part_0025,Trans_0014,1
81,Part_0025,Trans_0025,1
82,Part_0026,Trans_0015,1
83,Part_0026,Trans_0026,1
84,Part_0027,Trans_0016,1
85,Part_0027,Trans_0027,1
86,Part_0028,Trans_0029,1
87,Part_0029,Trans_0030,1
88,Part_0030,Manuf_0014,1
89,Part_0031,Manuf_0014,1
90,Part_0032,Manuf_0014,1
91,Part_0033,Manuf_0016,1
92,Part_0034,Manuf_0017,1
93,Part_0035,Manuf_0018,1
94,Part_0036,Manuf_0039,1
95,Part_0037,Manuf_0039,1
96,Part_0038,Manuf_0040,1
97,Part_0039,Manuf_0040,1
98,Part_0040,Manuf_0040,1
99,Part_0041,Manuf_0041,1
100,Part_0042,Manuf_0041,1
101,Part_0043,Manuf_0041,1
102,Part_0044,Manuf_0041,1
103,Part_0045,Manuf_0042,1
104,Part_0046,Manuf_0042,1
105,Part_0047,Manuf_0042,1
106,Part_0048,Manuf_0043,1
107,Part_0049,Manuf_0043,1
108,Part_0050,Manuf_0043,1
109,Part_0051,Manuf_0043,1
110,Part_0052,Manuf_0043,1
111,Part_0053,Manuf_0043,1
112,Part_0054,Manuf_0043,1
113,Part_0055,Manuf_0043,1
114,Part_0056,Manuf_0043,1
115,Part_0057,Manuf_0043,1
116,Part_0058,Manuf_0043,1
117,Part_0059,Manuf_0043,1
118,Part_0060,Manuf_0044,1
119,Part_0061,Manuf_0044,1
120,Part_0062,Manuf_0044,1
121,Part_0063,Manuf_0044,1
122,Part_0064,Manuf_0044,1
123,Part_0065,Manuf_0044,1
124,Part_0066,Manuf_0044,1
125,Part_0067,Manuf_0044,1
126,Part_0068,Manuf_0044,1
127,Part_0069,Manuf_0044,1
128,Part_0070,Manuf_0044,1
129,Part_0071,Manuf_0044,1
130,Part_0072,Manuf_0044,1
131,Part_0073,Manuf_0044,1
132,Part_0074,Manuf_0044,1
133,Trans_0001,Manuf_0012,1
134,Trans_0002,Manuf_0013,1
135,Trans_0003,Manuf_0016,1
136,Trans_0004,Manuf_0016,1
137,Trans_0005,Manuf_0016,1
138,Trans_0006,Manuf_0017,1
139,Trans_0007,Manuf_0017,1
140,Trans_0008,Manuf_0018,1
141,Trans_0009,Manuf_0019,1
142,Trans_0010,Manuf_0020,1
143,Trans_0011,Manuf_0021,1
144,Trans_0012,Manuf_0022,1
145,Trans_0013,Manuf_0023,1
146,Trans_0014,Manuf_0024,1
147,Trans_0015,Manuf_0025,1
148,Trans_0016,Manuf_0026,1
149,Trans_0017,Manuf_0027,1
150,Trans_0018,Manuf_0028,1
151,Trans_0019,Manuf_0029,1
152,Trans_0020,Manuf_0030,1
153,Trans_0021,Manuf_0031,1
154,Trans_0022,Manuf_0032,1
155,Trans_0023,Manuf_0033,1
156,Trans_0024,Manuf_0034,1
157,Trans_0025,Manuf_0035,1
158,Trans_0026,Manuf_0036,1
159,Trans_0027,Manuf_0037,1
160,Trans_0028,Manuf_0038,1
161,Trans_0029,Manuf_0043,1
162,Trans_0030,Manuf_0043,1
163,Trans_0031,Retail_0001,1
164,Trans_0032,Retail_0001,1
165,Trans_0033,Retail_0001,1
166,Trans_0034,Retail_0002,1
167,Trans_0035,Retail_0002,1
168,Trans_0036,Retail_0002,1
