,plnt,prod,ub,pipeline,demand
0,0,Dist_0003,8103.79,113453.06,196.78
1,0,Dist_0010,8103.79,72934.11,1600.58
2,1,Dist_0002,8103.79,16207.58,291.05
3,1,Dist_0005,8103.79,16207.58,40.12
4,2,Dist_0001,8103.79,72934.11,760.23
5,2,Dist_0002,8103.79,16207.58,291.05
6,2,Dist_0004,8103.79,72934.11,126.53
7,2,Dist_0006,8103.79,113453.06,191.48
8,2,Dist_0007,8103.79,72934.11,1708.98
9,2,Dist_0008,8103.79,16207.58,857.28
10,2,Dist_0009,8103.79,113453.06,156.35
11,2,Dist_0011,8103.79,16207.58,1001.53
12,2,Dist_0012,8103.79,113453.06,881.83
13,3,Manuf_0008,8103.79,162075.8,
14,3,Manuf_0010,8103.79,145868.22,
15,4,Manuf_0007,8103.79,162075.8,
16,4,Manuf_0010,8103.79,145868.22,
17,5,Manuf_0007,8103.79,162075.8,
18,5,Manuf_0008,8103.79,162075.8,
19,5,Manuf_0009,8103.79,145868.22,
20,6,Trans_0001,8103.79,16207.58,
21,6,Trans_0004,8103.79,16207.58,
22,7,Trans_0004,8103.79,16207.58,
23,7,Trans_0005,8103.79,16207.58,
24,8,Trans_0001,8103.79,16207.58,
25,8,Trans_0002,8103.79,16207.58,
26,8,Trans_0003,8103.79,16207.58,
27,8,Trans_0004,8103.79,16207.58,
28,8,Trans_0006,8103.79,16207.58,
29,9,Manuf_0002,8103.79,486227.4,
30,9,Manuf_0003,8103.79,429500.87,
31,10,Manuf_0001,8103.79,429500.87,
32,10,Manuf_0005,8103.79,486227.4,
33,11,Manuf_0001,8103.79,429500.87,
34,11,Manuf_0003,8103.79,429500.87,
35,11,Manuf_0004,8103.79,429500.87,
36,11,Manuf_0006,8103.79,429500.87,
