,child,parent,units
0,Manuf_0001,Trans_0001,1
1,Manuf_0002,Trans_0002,1
2,Manuf_0003,Trans_0003,1
3,Manuf_0004,Trans_0004,1
4,Manuf_0005,Trans_0005,1
5,Manuf_0006,Trans_0006,1
6,Manuf_0007,Trans_0007,1
7,Manuf_0008,Trans_0008,1
8,Manuf_0009,Trans_0009,1
9,Manuf_0010,Trans_0010,1
10,Manuf_0011,Trans_0011,1
11,Manuf_0012,Trans_0012,1
12,Manuf_0013,Trans_0013,1
13,Manuf_0014,Trans_0014,1
14,Manuf_0015,Trans_0015,1
15,Manuf_0016,Trans_0016,1
16,Manuf_0017,Trans_0017,1
17,Manuf_0018,Trans_0018,1
18,Manuf_0019,Trans_0019,1
19,Manuf_0020,Trans_0020,1
20,Manuf_0021,Trans_0021,1
21,Manuf_0022,Trans_0022,1
22,Manuf_0023,Trans_0023,1
23,Manuf_0024,Trans_0024,1
24,Manuf_0025,Trans_0025,1
25,Manuf_0026,Trans_0026,1
26,Manuf_0027,Trans_0027,1
27,Manuf_0028,Trans_0028,1
28,Manuf_0028,Trans_0029,1
29,Manuf_0029,Trans_0030,1
30,Manuf_0030,Trans_0031,1
31,Manuf_0030,Trans_0032,1
32,Manuf_0030,Trans_0033,1
33,Manuf_0030,Trans_0034,1
34,Manuf_0030,Trans_0035,1
35,Manuf_0030,Trans_0036,1
36,Manuf_0030,Trans_0037,1
37,Manuf_0030,Trans_0038,1
38,Manuf_0030,Trans_0039,1
39,Manuf_0031,Trans_0040,1
40,Manuf_0031,Trans_0041,1
41,Manuf_0031,Trans_0042,1
42,Manuf_0031,Trans_0043,1
43,Manuf_0031,Trans_0044,1
44,Manuf_0031,Trans_0045,1
45,Manuf_0031,Trans_0046,1
46,Manuf_0031,Trans_0047,1
47,Manuf_0031,Trans_0048,1
48,Manuf_0032,Trans_0049,1
49,Manuf_0032,Trans_0050,1
50,Manuf_0032,Trans_0051,1
51,Manuf_0032,Trans_0052,1
52,Manuf_0032,Trans_0053,1
53,Manuf_0032,Trans_0054,1
54,Manuf_0032,Trans_0055,1
55,Manuf_0032,Trans_0056,1
56,Manuf_0032,Trans_0057,1
57,Manuf_0033,Trans_0058,1
58,Manuf_0033,Trans_0059,1
59,Manuf_0033,Trans_0060,1
60,Manuf_0033,Trans_0061,1
61,Manuf_0033,Trans_0062,1
62,Manuf_0033,Trans_0063,1
63,Manuf_0033,Trans_0064,1
64,Manuf_0033,Trans_0065,1
65,Manuf_0033,Trans_0066,1
66,Manuf_0034,Trans_0067,1
67,Manuf_0034,Trans_0068,1
68,Manuf_0034,Trans_0069,1
69,Manuf_0034,Trans_0070,1
70,Manuf_0034,Trans_0071,1
71,Manuf_0034,Trans_0072,1
72,Manuf_0034,Trans_0073,1
73,Manuf_0034,Trans_0074,1
74,Manuf_0034,Trans_0075,1
75,Manuf_0035,Trans_0076,1
76,Manuf_0035,Trans_0077,1
77,Manuf_0035,Trans_0078,1
78,Manuf_0035,Trans_0079,1
79,Manuf_0035,Trans_0080,1
80,Manuf_0035,Trans_0081,1
81,Manuf_0035,Trans_0082,1
82,Manuf_0035,Trans_0083,1
83,Manuf_0035,Trans_0084,1
84,Manuf_0036,Trans_0085,1
85,Manuf_0036,Trans_0086,1
86,Manuf_0036,Trans_0087,1
87,Manuf_0036,Trans_0088,1
88,Manuf_0036,Trans_0089,1
89,Manuf_0036,Trans_0090,1
90,Manuf_0036,Trans_0091,1
91,Manuf_0036,Trans_0092,1
92,Manuf_0036,Trans_0093,1
93,Manuf_0037,Trans_0094,1
94,Manuf_0037,Trans_0095,1
95,Manuf_0037,Trans_0096,1
96,Manuf_0037,Trans_0097,1
97,Manuf_0037,Trans_0098,1
98,Manuf_0037,Trans_0099,1
99,Manuf_0037,Trans_0100,1
100,Manuf_0037,Trans_0101,1
101,Manuf_0037,Trans_0102,1
102,Manuf_0038,Trans_0103,1
103,Manuf_0038,Trans_0104,1
104,Manuf_0038,Trans_0105,1
105,Manuf_0038,Trans_0106,1
106,Manuf_0038,Trans_0107,1
107,Manuf_0038,Trans_0108,1
108,Manuf_0038,Trans_0109,1
109,Manuf_0038,Trans_0110,1
110,Manuf_0038,Trans_0111,1
111,Manuf_0039,Trans_0112,1
112,Manuf_0039,Trans_0113,1
113,Manuf_0039,Trans_0114,1
114,Manuf_0039,Trans_0115,1
115,Manuf_0039,Trans_0116,1
116,Manuf_0039,Trans_0117,1
117,Manuf_0039,Trans_0118,1
118,Manuf_0039,Trans_0119,1
119,Manuf_0039,Trans_0120,1
120,Manuf_0040,Trans_0121,1
121,Manuf_0040,Trans_0122,1
122,Manuf_0040,Trans_0123,1
123,Manuf_0040,Trans_0124,1
124,Manuf_0040,Trans_0125,1
125,Manuf_0040,Trans_0126,1
126,Manuf_0040,Trans_0127,1
127,Manuf_0040,Trans_0128,1
128,Manuf_0040,Trans_0129,1
129,Manuf_0041,Trans_0130,1
130,Manuf_0041,Trans_0131,1
131,Manuf_0041,Trans_0132,1
132,Manuf_0041,Trans_0133,1
133,Manuf_0041,Trans_0134,1
134,Manuf_0041,Trans_0135,1
135,Manuf_0041,Trans_0136,1
136,Manuf_0041,Trans_0137,1
137,Manuf_0041,Trans_0138,1
138,Manuf_0042,Trans_0139,1
139,Manuf_0042,Trans_0140,1
140,Manuf_0042,Trans_0141,1
141,Manuf_0042,Trans_0142,1
142,Manuf_0042,Trans_0143,1
143,Manuf_0042,Trans_0144,1
144,Manuf_0042,Trans_0145,1
145,Manuf_0042,Trans_0146,1
146,Manuf_0042,Trans_0147,1
147,Manuf_0043,Trans_0148,1
148,Manuf_0043,Trans_0149,1
149,Manuf_0043,Trans_0150,1
150,Manuf_0043,Trans_0151,1
151,Manuf_0043,Trans_0152,1
152,Manuf_0043,Trans_0153,1
153,Manuf_0043,Trans_0154,1
154,Manuf_0043,Trans_0155,1
155,Manuf_0043,Trans_0156,1
156,Manuf_0043,Trans_0157,1
157,Manuf_0044,Trans_0158,1
158,Manuf_0044,Trans_0159,1
159,Manuf_0044,Trans_0160,1
160,Manuf_0044,Trans_0161,1
161,Manuf_0044,Trans_0162,1
