,plnt,prod,ub,pipeline,demand
0,0,Dist_0003,1620.4100000000014,24630.23200000002,1.69
1,0,Dist_0005,1620.4100000000014,24630.23200000002,1.63
2,1,Dist_0004,1620.4100000000014,24630.23200000002,1.69
3,1,Dist_0009,1620.4100000000014,24630.23200000002,1.82
4,2,Dist_0001,1620.4100000000014,24630.23200000002,2.13
5,2,Dist_0002,1620.4100000000014,24630.23200000002,1.63
6,2,Dist_0006,1620.4100000000014,24630.23200000002,1.6
7,2,Dist_0007,1620.4100000000014,24630.23200000002,1.5
8,2,Dist_0008,1620.4100000000014,24630.23200000002,1.5
9,2,Dist_0010,1620.4100000000014,24630.23200000002,1.65
10,2,Dist_0011,1620.4100000000014,24630.23200000002,1.98
11,2,Dist_0012,1620.4100000000014,24630.23200000002,1.91
12,2,Dist_0013,1620.4100000000014,24630.23200000002,1.56
13,2,Dist_0014,1620.4100000000014,24630.23200000002,1.79
14,2,Dist_0015,1620.4100000000014,24630.23200000002,1.49
15,2,Dist_0016,1620.4100000000014,24630.23200000002,1.75
16,2,Dist_0017,1620.4100000000014,24630.23200000002,1.96
17,2,Dist_0018,1620.4100000000014,24630.23200000002,1.9
18,2,Dist_0019,1620.4100000000014,24630.23200000002,1.53
19,3,Retail_0399,1620.4100000000014,3321.8405000000025,2.52
20,3,Retail_0583,1620.4100000000014,3321.8405000000025,1.64
21,4,Retail_0130,1620.4100000000014,3321.8405000000025,2.12
22,4,Retail_0304,1620.4100000000014,3321.8405000000025,2.5
23,5,Manuf_0588,1620.4100000000014,3321.8405000000025,2.48
24,5,Manuf_0589,1620.4100000000014,3321.8405000000025,2.01
25,5,Manuf_0590,1620.4100000000014,3321.8405000000025,1.8
26,5,Manuf_0591,1620.4100000000014,3321.8405000000025,1.88
27,5,Manuf_0592,1620.4100000000014,3321.8405000000025,2.12
28,5,Manuf_0593,1620.4100000000014,3321.8405000000025,1.91
29,5,Manuf_0594,1620.4100000000014,3321.8405000000025,2.15
30,5,Manuf_0595,1620.4100000000014,3321.8405000000025,2.03
31,5,Manuf_0596,1620.4100000000014,3321.8405000000025,1.7
32,5,Manuf_0597,1620.4100000000014,3321.8405000000025,2.11
33,5,Manuf_0598,1620.4100000000014,3321.8405000000025,1.58
34,5,Manuf_0599,1620.4100000000014,3321.8405000000025,1.9
35,5,Manuf_0600,1620.4100000000014,3321.8405000000025,2.08
36,5,Manuf_0601,1620.4100000000014,3321.8405000000025,1.5
37,5,Manuf_0602,1620.4100000000014,3321.8405000000025,2.12
38,5,Manuf_0603,1620.4100000000014,3321.8405000000025,1.98
39,5,Manuf_0604,1620.4100000000014,3321.8405000000025,1.76
40,5,Manuf_0605,1620.4100000000014,3321.8405000000025,1.77
41,5,Manuf_0606,1620.4100000000014,3321.8405000000025,2.1
42,5,Manuf_0607,1620.4100000000014,3321.8405000000025,1.59
43,5,Manuf_0608,1620.4100000000014,3321.8405000000025,1.6
44,5,Manuf_0609,1620.4100000000014,3321.8405000000025,1.76
45,5,Manuf_0610,1620.4100000000014,3321.8405000000025,1.83
46,5,Manuf_0611,1620.4100000000014,3321.8405000000025,1.54
47,5,Manuf_0612,1620.4100000000014,3321.8405000000025,1.51
48,5,Manuf_0613,1620.4100000000014,3321.8405000000025,1.7
49,5,Manuf_0614,1620.4100000000014,3321.8405000000025,1.86
50,5,Manuf_0615,1620.4100000000014,3321.8405000000025,1.55
51,5,Manuf_0616,1620.4100000000014,3321.8405000000025,1.59
52,5,Manuf_0617,1620.4100000000014,3321.8405000000025,1.47
53,5,Manuf_0618,1620.4100000000014,3321.8405000000025,1.75
54,5,Manuf_0619,1620.4100000000014,3321.8405000000025,1.63
55,5,Manuf_0620,1620.4100000000014,3321.8405000000025,1.42
56,5,Manuf_0621,1620.4100000000014,3321.8405000000025,2.36
57,5,Manuf_0622,1620.4100000000014,3321.8405000000025,1.44
58,5,Manuf_0623,1620.4100000000014,3321.8405000000025,2.03
59,5,Manuf_0624,1620.4100000000014,3321.8405000000025,1.82
60,5,Manuf_0625,1620.4100000000014,3321.8405000000025,1.62
61,5,Manuf_0626,1620.4100000000014,3321.8405000000025,1.96
62,5,Manuf_0627,1620.4100000000014,3321.8405000000025,2.04
63,5,Manuf_0628,1620.4100000000014,3321.8405000000025,1.76
64,5,Manuf_0629,1620.4100000000014,3321.8405000000025,1.39
65,5,Manuf_0630,1620.4100000000014,3321.8405000000025,2.06
