,plnt,prod,ub,pipeline,demand
0,0,Retail_0065,970.5699999999996,8599.250199999997,0.6
1,0,Retail_0138,970.5699999999996,7745.148599999997,1.06
2,1,Retail_0121,970.5699999999996,5512.837599999997,1.52
3,1,Retail_0262,970.5699999999996,3426.1120999999985,0.77
4,2,Retail_0001,970.5699999999996,1941.1399999999992,5.79
5,2,Retail_0002,970.5699999999996,1941.1399999999992,7.54
6,2,Retail_0003,970.5699999999996,1941.1399999999992,4.66
7,2,Retail_0004,970.5699999999996,1941.1399999999992,9.85
8,2,Retail_0005,970.5699999999996,1941.1399999999992,1.92
9,2,Retail_0006,970.5699999999996,1941.1399999999992,3.76
10,2,Retail_0007,970.5699999999996,1941.1399999999992,1.36
11,2,Retail_0008,970.5699999999996,1941.1399999999992,4.85
12,2,Retail_0009,970.5699999999996,1941.1399999999992,2.18
13,2,Retail_0010,970.5699999999996,1941.1399999999992,5.31
14,2,Retail_0011,970.5699999999996,1941.1399999999992,1.1
15,2,Retail_0012,970.5699999999996,1941.1399999999992,2.66
16,2,Retail_0013,970.5699999999996,1941.1399999999992,1.09
17,2,Retail_0014,970.5699999999996,1941.1399999999992,4.0
18,2,Retail_0015,970.5699999999996,1941.1399999999992,0.95
19,2,Retail_0016,970.5699999999996,1941.1399999999992,1.19
20,2,Retail_0017,970.5699999999996,1941.1399999999992,0.8
21,2,Retail_0018,970.5699999999996,1941.1399999999992,5.45
22,2,Retail_0019,970.5699999999996,1941.1399999999992,0.76
23,2,Retail_0020,970.5699999999996,1941.1399999999992,1.62
24,2,Retail_0021,970.5699999999996,1941.1399999999992,1.89
25,2,Retail_0022,970.5699999999996,1941.1399999999992,0.47
26,2,Retail_0023,970.5699999999996,1941.1399999999992,10.88
27,2,Retail_0024,970.5699999999996,1941.1399999999992,2.87
28,2,Retail_0025,970.5699999999996,1941.1399999999992,0.9
29,2,Retail_0026,970.5699999999996,1941.1399999999992,1.19
30,2,Retail_0027,970.5699999999996,1941.1399999999992,0.92
31,2,Retail_0028,970.5699999999996,3891.9856999999984,3.27
32,2,Retail_0029,970.5699999999996,1941.1399999999992,1.69
33,2,Retail_0030,970.5699999999996,1941.1399999999992,1.04
34,2,Retail_0031,970.5699999999996,4949.906999999997,1.0
35,2,Retail_0032,970.5699999999996,3484.3462999999983,0.79
36,2,Retail_0033,970.5699999999996,4833.438599999999,0.54
37,2,Retail_0034,970.5699999999996,3824.0457999999985,1.05
38,2,Retail_0035,970.5699999999996,3804.6343999999985,0.71
39,2,Retail_0036,970.5699999999996,5221.666599999998,0.71
40,2,Retail_0037,970.5699999999996,7483.094699999997,0.48
41,2,Retail_0038,970.5699999999996,8599.250199999997,0.67
