,plnt,prod,ub,pipeline,demand
0,0,Retail_0069,14999.960000000005,59999.84000000002,3.62
1,0,Retail_0292,14999.960000000005,0.0,6.2
2,1,Retail_0033,14999.960000000005,44999.88000000001,3.5
3,1,Retail_0131,14999.960000000005,29999.92000000001,5.01
4,2,Retail_0001,14999.960000000005,0.0,655.65
5,2,Retail_0002,14999.960000000005,29999.92000000001,4.03
6,2,Retail_0003,14999.960000000005,44999.88000000001,3.51
7,2,Retail_0004,14999.960000000005,29999.92000000001,4.33
8,2,Retail_0005,14999.960000000005,44999.88000000001,4.0
9,2,Retail_0006,14999.960000000005,29999.92000000001,3.52
10,2,Retail_0007,14999.960000000005,59999.84000000002,3.79
11,2,Retail_0008,14999.960000000005,59999.84000000002,3.55
12,2,Retail_0009,14999.960000000005,59999.84000000002,3.8
13,2,Retail_0010,14999.960000000005,0.0,5.56
14,2,Retail_0011,14999.960000000005,29999.92000000001,12.95
15,2,Retail_0012,14999.960000000005,0.0,5.42
16,2,Retail_0013,14999.960000000005,0.0,13.14
17,2,Retail_0014,14999.960000000005,29999.92000000001,4.79
18,2,Retail_0015,14999.960000000005,44999.88000000001,3.51
19,2,Retail_0016,14999.960000000005,29999.92000000001,5.53
20,2,Retail_0017,14999.960000000005,29999.92000000001,4.84
21,2,Retail_0018,14999.960000000005,29999.92000000001,6.09
22,2,Retail_0019,14999.960000000005,44999.88000000001,4.44
23,2,Retail_0020,14999.960000000005,0.0,4.19
24,2,Retail_0021,14999.960000000005,44999.88000000001,4.12
25,2,Retail_0022,14999.960000000005,0.0,4.65
26,2,Retail_0023,14999.960000000005,0.0,7.92
27,2,Retail_0024,14999.960000000005,29999.92000000001,4.51
28,2,Retail_0025,14999.960000000005,29999.92000000001,3.94
29,2,Retail_0026,14999.960000000005,0.0,3.68
30,2,Retail_0027,14999.960000000005,29999.92000000001,3.71
31,2,Retail_0028,14999.960000000005,0.0,2.9
32,2,Retail_0029,14999.960000000005,74999.80000000002,4.26
33,2,Retail_0030,14999.960000000005,74999.80000000002,4.64
34,2,Retail_0031,14999.960000000005,299999.20000000007,3.46
35,2,Retail_0032,14999.960000000005,59999.84000000002,3.33
36,2,Retail_0034,14999.960000000005,44999.88000000001,3.98
37,2,Retail_0035,14999.960000000005,0.0,21.25
38,2,Retail_0036,14999.960000000005,0.0,9.42
39,2,Retail_0037,14999.960000000005,0.0,3.5
40,2,Retail_0038,14999.960000000005,59999.84000000002,3.89
41,2,Retail_0039,14999.960000000005,0.0,3.57
42,2,Retail_0040,14999.960000000005,29999.92000000001,4.89
43,2,Retail_0041,14999.960000000005,0.0,3.08
44,2,Retail_0042,14999.960000000005,0.0,5.63
45,2,Retail_0043,14999.960000000005,0.0,3.92
46,2,Retail_0044,14999.960000000005,44999.88000000001,4.09
47,2,Retail_0045,14999.960000000005,59999.84000000002,5.97
48,2,Retail_0046,14999.960000000005,59999.84000000002,7.36
49,2,Retail_0047,14999.960000000005,44999.88000000001,4.95
50,2,Retail_0048,14999.960000000005,0.0,7.73
51,2,Retail_0049,14999.960000000005,0.0,24.01
52,2,Retail_0050,14999.960000000005,0.0,337.5
53,2,Retail_0051,14999.960000000005,0.0,2.91
54,2,Retail_0052,14999.960000000005,0.0,15.39
55,2,Retail_0053,14999.960000000005,0.0,21.31
56,2,Retail_0054,14999.960000000005,29999.92000000001,4.59
57,2,Retail_0055,14999.960000000005,29999.92000000001,9.39
58,2,Retail_0056,14999.960000000005,0.0,7.18
59,2,Retail_0057,14999.960000000005,29999.92000000001,4.36
60,2,Retail_0058,14999.960000000005,0.0,4.28
61,2,Retail_0059,14999.960000000005,0.0,132.25
62,2,Retail_0060,14999.960000000005,29999.92000000001,4.94
63,2,Retail_0061,14999.960000000005,0.0,7.42
64,2,Retail_0062,14999.960000000005,0.0,25.52
65,2,Retail_0063,14999.960000000005,29999.92000000001,5.62
66,2,Retail_0064,14999.960000000005,29999.92000000001,4.67
67,2,Retail_0065,14999.960000000005,59999.84000000002,4.45
68,2,Retail_0066,14999.960000000005,29999.92000000001,14.15
69,2,Retail_0067,14999.960000000005,29999.92000000001,4.17
70,2,Retail_0068,14999.960000000005,44999.88000000001,12.1
71,2,Retail_0070,14999.960000000005,29999.92000000001,10.14
72,2,Retail_0071,14999.960000000005,44999.88000000001,7.85
73,2,Retail_0072,14999.960000000005,0.0,8.85
74,2,Retail_0073,14999.960000000005,0.0,4.22
75,2,Retail_0074,14999.960000000005,0.0,625.88
76,2,Retail_0075,14999.960000000005,29999.92000000001,10.61
77,2,Retail_0076,14999.960000000005,0.0,4.2
78,2,Retail_0077,14999.960000000005,14999.960000000005,9.2
79,2,Retail_0078,14999.960000000005,0.0,132.38
80,2,Retail_0079,14999.960000000005,14999.960000000005,4.13
81,2,Retail_0080,14999.960000000005,0.0,5.01
82,2,Retail_0081,14999.960000000005,0.0,90.15
83,2,Retail_0082,14999.960000000005,0.0,35.81
84,2,Retail_0083,14999.960000000005,0.0,155.76
85,2,Retail_0084,14999.960000000005,0.0,20.75
86,2,Retail_0085,14999.960000000005,29999.92000000001,7.05
87,2,Retail_0086,14999.960000000005,59999.84000000002,14.55
88,2,Retail_0087,14999.960000000005,29999.92000000001,6.26
89,2,Retail_0088,14999.960000000005,44999.88000000001,6.64
90,2,Retail_0089,14999.960000000005,44999.88000000001,11.6
91,2,Retail_0090,14999.960000000005,29999.92000000001,11.37
92,2,Retail_0091,14999.960000000005,44999.88000000001,9.06
93,2,Retail_0092,14999.960000000005,44999.88000000001,6.5
94,2,Retail_0093,14999.960000000005,0.0,16.89
95,2,Retail_0094,14999.960000000005,59999.84000000002,18.11
96,2,Retail_0095,14999.960000000005,29999.92000000001,6.15
97,2,Retail_0096,14999.960000000005,0.0,9.14
98,2,Retail_0097,14999.960000000005,0.0,141.24
99,2,Retail_0098,14999.960000000005,0.0,13.84
100,2,Retail_0099,14999.960000000005,0.0,13.88
101,2,Retail_0100,14999.960000000005,29999.92000000001,19.66
102,2,Retail_0101,14999.960000000005,0.0,20.66
103,2,Retail_0102,14999.960000000005,0.0,4.15
104,2,Retail_0103,14999.960000000005,0.0,58.22
105,2,Retail_0104,14999.960000000005,29999.92000000001,7.91
106,2,Retail_0105,14999.960000000005,0.0,22.76
107,2,Retail_0106,14999.960000000005,29999.92000000001,12.54
108,2,Retail_0107,14999.960000000005,44999.88000000001,12.74
109,2,Retail_0108,14999.960000000005,29999.92000000001,12.5
110,2,Retail_0109,14999.960000000005,44999.88000000001,29.02
111,2,Retail_0110,14999.960000000005,0.0,34.77
112,2,Retail_0111,14999.960000000005,0.0,6.01
113,2,Retail_0112,14999.960000000005,0.0,346.45
114,2,Retail_0113,14999.960000000005,44999.88000000001,9.2
115,2,Retail_0114,14999.960000000005,0.0,10.42
116,2,Retail_0115,14999.960000000005,14999.960000000005,25.46
117,2,Retail_0116,14999.960000000005,0.0,38.72
118,2,Retail_0117,14999.960000000005,29999.92000000001,7.69
119,2,Retail_0118,14999.960000000005,14999.960000000005,4.21
120,2,Retail_0119,14999.960000000005,44999.88000000001,4.33
121,2,Retail_0120,14999.960000000005,59999.84000000002,7.65
122,2,Retail_0121,14999.960000000005,0.0,10.51
123,2,Retail_0122,14999.960000000005,0.0,5.46
124,2,Retail_0123,14999.960000000005,0.0,19.43
125,2,Retail_0124,14999.960000000005,0.0,13.14
126,2,Retail_0125,14999.960000000005,0.0,2.93
127,2,Retail_0126,14999.960000000005,0.0,7.99
128,2,Retail_0127,14999.960000000005,29999.92000000001,4.28
129,2,Retail_0128,14999.960000000005,0.0,8.69
130,2,Retail_0129,14999.960000000005,0.0,4.78
131,2,Retail_0130,14999.960000000005,0.0,6.28
132,2,Retail_0132,14999.960000000005,0.0,3.57
133,2,Retail_0133,14999.960000000005,0.0,17.0
134,2,Retail_0134,14999.960000000005,59999.84000000002,6.53
135,2,Retail_0135,14999.960000000005,59999.84000000002,9.6
136,2,Retail_0136,14999.960000000005,44999.88000000001,8.2
137,2,Retail_0137,14999.960000000005,59999.84000000002,4.45
138,2,Retail_0138,14999.960000000005,59999.84000000002,4.64
139,2,Retail_0139,14999.960000000005,74999.80000000002,4.82
140,2,Retail_0140,14999.960000000005,59999.84000000002,17.55
141,2,Retail_0141,14999.960000000005,44999.88000000001,32.85
142,2,Retail_0142,14999.960000000005,0.0,12.53
143,2,Retail_0143,14999.960000000005,59999.84000000002,8.39
144,2,Retail_0144,14999.960000000005,0.0,3.62
145,2,Retail_0145,14999.960000000005,0.0,41.86
146,2,Retail_0146,14999.960000000005,44999.88000000001,4.53
147,2,Retail_0147,14999.960000000005,29999.92000000001,4.88
148,2,Retail_0148,14999.960000000005,0.0,3.66
149,2,Retail_0149,14999.960000000005,14999.960000000005,4.76
150,2,Retail_0150,14999.960000000005,0.0,3.15
151,2,Retail_0151,14999.960000000005,0.0,15.75
152,2,Retail_0152,14999.960000000005,29999.92000000001,4.35
153,2,Retail_0153,14999.960000000005,0.0,4.57
154,2,Retail_0154,14999.960000000005,29999.92000000001,31.34
155,2,Retail_0155,14999.960000000005,44999.88000000001,19.15
156,2,Retail_0156,14999.960000000005,59999.84000000002,29.89
157,2,Retail_0157,14999.960000000005,44999.88000000001,19.34
158,2,Retail_0158,14999.960000000005,29999.92000000001,40.42
159,2,Retail_0159,14999.960000000005,44999.88000000001,24.04
160,2,Retail_0160,14999.960000000005,29999.92000000001,33.16
161,2,Retail_0161,14999.960000000005,29999.92000000001,21.45
162,2,Retail_0162,14999.960000000005,29999.92000000001,34.31
163,2,Retail_0163,14999.960000000005,44999.88000000001,20.86
164,2,Retail_0164,14999.960000000005,44999.88000000001,31.64
165,2,Retail_0165,14999.960000000005,29999.92000000001,25.42
166,2,Retail_0166,14999.960000000005,29999.92000000001,26.64
167,2,Retail_0167,14999.960000000005,0.0,3.39
168,2,Retail_0168,14999.960000000005,0.0,43.13
169,2,Retail_0169,14999.960000000005,29999.92000000001,34.51
170,2,Retail_0170,14999.960000000005,0.0,80.58
171,2,Retail_0171,14999.960000000005,0.0,369.37
172,2,Retail_0172,14999.960000000005,44999.88000000001,24.01
173,2,Retail_0173,14999.960000000005,29999.92000000001,17.14
174,2,Retail_0174,14999.960000000005,44999.88000000001,19.33
175,2,Retail_0175,14999.960000000005,14999.960000000005,29.97
176,2,Retail_0176,14999.960000000005,29999.92000000001,18.14
177,2,Retail_0177,14999.960000000005,0.0,55.18
178,2,Retail_0178,14999.960000000005,29999.92000000001,13.77
179,2,Retail_0179,14999.960000000005,0.0,40.49
180,2,Retail_0180,14999.960000000005,0.0,96.22
181,2,Retail_0181,14999.960000000005,29999.92000000001,34.66
182,2,Retail_0182,14999.960000000005,29999.92000000001,24.44
183,2,Retail_0183,14999.960000000005,44999.88000000001,16.49
184,2,Retail_0184,14999.960000000005,29999.92000000001,22.81
185,2,Retail_0185,14999.960000000005,29999.92000000001,29.07
186,2,Retail_0186,14999.960000000005,29999.92000000001,20.47
187,2,Retail_0187,14999.960000000005,14999.960000000005,17.13
188,2,Retail_0188,14999.960000000005,29999.92000000001,16.11
189,2,Retail_0189,14999.960000000005,44999.88000000001,19.77
190,2,Retail_0190,14999.960000000005,59999.84000000002,20.65
191,2,Retail_0191,14999.960000000005,44999.88000000001,15.89
192,2,Retail_0192,14999.960000000005,44999.88000000001,22.93
193,2,Retail_0193,14999.960000000005,44999.88000000001,16.49
194,2,Retail_0194,14999.960000000005,44999.88000000001,29.93
195,2,Retail_0195,14999.960000000005,29999.92000000001,36.49
196,2,Retail_0196,14999.960000000005,0.0,107.39
197,2,Retail_0197,14999.960000000005,44999.88000000001,24.09
198,2,Retail_0198,14999.960000000005,0.0,19.11
199,2,Retail_0199,14999.960000000005,0.0,463.88
200,2,Retail_0200,14999.960000000005,59999.84000000002,27.84
201,2,Retail_0201,14999.960000000005,29999.92000000001,23.33
