,child,parent,units
0,Dist_0001,Retail_0029,1
1,Dist_0002,Retail_0030,1
2,Dist_0003,Retail_0031,1
3,Dist_0004,Retail_0032,1
4,Dist_0005,Retail_0033,1
5,Dist_0006,Retail_0034,1
6,Dist_0007,Retail_0035,1
7,Dist_0008,Retail_0036,1
8,Dist_0009,Retail_0037,1
9,Dist_0010,Retail_0038,1
10,Dist_0011,Retail_0039,1
11,Dist_0012,Retail_0040,1
12,Dist_0013,Retail_0041,1
13,Dist_0014,Retail_0042,1
14,Dist_0015,Retail_0043,1
15,Dist_0016,Retail_0044,1
16,Dist_0017,Retail_0045,1
17,Dist_0018,Retail_0046,1
18,Dist_0019,Retail_0047,1
19,Dist_0020,Retail_0048,1
20,Dist_0021,Retail_0049,1
21,Dist_0022,Retail_0050,1
22,Dist_0023,Retail_0051,1
23,Dist_0024,Retail_0052,1
24,Dist_0025,Retail_0053,1
25,Dist_0026,Retail_0054,1
26,Dist_0027,Retail_0055,1
27,Dist_0028,Retail_0056,1
28,Manuf_0001,Dist_0001,1
29,Manuf_0001,Retail_0001,1
30,Manuf_0002,Dist_0002,1
31,Manuf_0002,Retail_0002,1
32,Manuf_0003,Dist_0003,1
33,Manuf_0003,Retail_0003,1
34,Manuf_0004,Dist_0004,1
35,Manuf_0004,Retail_0004,1
36,Manuf_0005,Dist_0005,1
37,Manuf_0005,Retail_0005,1
38,Manuf_0006,Dist_0006,1
39,Manuf_0006,Retail_0006,1
40,Manuf_0007,Dist_0007,1
41,Manuf_0007,Retail_0007,1
42,Manuf_0008,Dist_0008,1
43,Manuf_0008,Retail_0008,1
44,Manuf_0009,Dist_0009,1
45,Manuf_0009,Retail_0009,1
46,Manuf_0010,Dist_0010,1
47,Manuf_0010,Retail_0010,1
48,Manuf_0011,Dist_0011,1
49,Manuf_0011,Retail_0011,1
50,Manuf_0012,Dist_0012,1
51,Manuf_0012,Retail_0012,1
52,Manuf_0013,Dist_0013,1
53,Manuf_0013,Retail_0013,1
54,Manuf_0014,Dist_0014,1
55,Manuf_0014,Retail_0014,1
56,Manuf_0015,Dist_0015,1
57,Manuf_0015,Retail_0015,1
58,Manuf_0016,Dist_0016,1
59,Manuf_0016,Retail_0016,1
60,Manuf_0017,Dist_0017,1
61,Manuf_0017,Retail_0017,1
62,Manuf_0018,Dist_0018,1
63,Manuf_0018,Retail_0018,1
64,Manuf_0019,Dist_0019,1
65,Manuf_0019,Retail_0019,1
66,Manuf_0020,Dist_0020,1
67,Manuf_0020,Retail_0020,1
68,Manuf_0021,Dist_0021,1
69,Manuf_0021,Retail_0021,1
70,Manuf_0022,Dist_0022,1
71,Manuf_0022,Retail_0022,1
72,Manuf_0023,Dist_0023,1
73,Manuf_0023,Retail_0023,1
74,Manuf_0024,Dist_0024,1
75,Manuf_0024,Retail_0024,1
76,Manuf_0025,Dist_0025,1
77,Manuf_0025,Retail_0025,1
78,Manuf_0026,Dist_0026,1
79,Manuf_0026,Retail_0026,1
80,Manuf_0027,Dist_0027,1
81,Manuf_0027,Retail_0027,1
82,Manuf_0028,Dist_0028,1
83,Manuf_0028,Retail_0028,1
84,Part_0001,Manuf_0001,1
85,Part_0001,Manuf_0002,1
86,Part_0001,Manuf_0003,1
87,Part_0001,Manuf_0004,1
88,Part_0001,Manuf_0005,1
89,Part_0001,Manuf_0006,1
90,Part_0001,Manuf_0007,1
91,Part_0001,Manuf_0008,1
92,Part_0001,Manuf_0009,1
93,Part_0001,Manuf_0010,1
94,Part_0001,Manuf_0011,1
95,Part_0001,Manuf_0012,1
96,Part_0001,Manuf_0013,1
97,Part_0001,Manuf_0014,1
98,Part_0001,Manuf_0015,1
99,Part_0001,Manuf_0016,1
100,Part_0001,Manuf_0017,1
101,Part_0001,Manuf_0018,1
102,Part_0001,Manuf_0019,1
103,Part_0001,Manuf_0020,1
104,Part_0001,Manuf_0021,1
105,Part_0001,Manuf_0022,1
106,Part_0001,Manuf_0023,1
107,Part_0001,Manuf_0024,1
108,Part_0001,Manuf_0025,1
109,Part_0001,Manuf_0026,1
110,Part_0001,Manuf_0027,1
111,Part_0001,Manuf_0028,1
112,Part_0002,Manuf_0001,1
113,Part_0002,Manuf_0002,1
114,Part_0003,Manuf_0001,1
115,Part_0003,Manuf_0002,1
116,Part_0003,Manuf_0003,1
117,Part_0003,Manuf_0004,1
118,Part_0004,Manuf_0003,1
119,Part_0004,Manuf_0004,1
120,Part_0004,Manuf_0005,1
121,Part_0004,Manuf_0006,1
122,Part_0005,Manuf_0005,1
123,Part_0005,Manuf_0006,1
124,Part_0005,Manuf_0007,1
125,Part_0005,Manuf_0008,1
126,Part_0006,Manuf_0007,1
127,Part_0006,Manuf_0008,1
128,Part_0007,Manuf_0009,1
129,Part_0007,Manuf_0010,1
130,Part_0008,Manuf_0011,1
131,Part_0008,Manuf_0012,1
132,Part_0009,Manuf_0011,1
133,Part_0009,Manuf_0012,1
134,Part_0010,Manuf_0013,1
135,Part_0010,Manuf_0014,1
136,Part_0011,Manuf_0013,1
137,Part_0011,Manuf_0014,1
138,Part_0012,Manuf_0015,1
139,Part_0012,Manuf_0016,1
140,Part_0012,Manuf_0017,1
141,Part_0012,Manuf_0018,1
142,Part_0013,Manuf_0015,1
143,Part_0013,Manuf_0016,1
144,Part_0014,Manuf_0017,1
145,Part_0014,Manuf_0018,1
146,Part_0014,Manuf_0019,1
147,Part_0014,Manuf_0020,1
148,Part_0015,Manuf_0019,1
149,Part_0015,Manuf_0020,1
150,Part_0015,Manuf_0021,1
151,Part_0015,Manuf_0022,1
152,Part_0016,Manuf_0021,1
153,Part_0016,Manuf_0022,1
154,Part_0017,Manuf_0023,1
155,Part_0017,Manuf_0024,1
156,Part_0018,Manuf_0025,1
157,Part_0018,Manuf_0026,1
158,Part_0019,Manuf_0025,1
159,Part_0019,Manuf_0026,1
160,Part_0020,Manuf_0027,1
161,Part_0020,Manuf_0028,1
