,child,parent,units
0,Dist_0001,Retail_0001,1
1,Dist_0002,Retail_0002,1
2,Dist_0003,Retail_0003,1
3,Dist_0004,Retail_0004,1
4,Dist_0005,Retail_0005,1
5,Dist_0006,Retail_0006,1
6,Dist_0007,Retail_0007,1
7,Dist_0008,Retail_0008,1
8,Dist_0009,Retail_0009,1
9,Dist_0010,Retail_0010,1
10,Dist_0011,Retail_0011,1
11,Dist_0012,Retail_0012,1
12,Dist_0013,Trans_0020,1
13,Dist_0014,Trans_0021,1
14,Dist_0015,Retail_0013,1
15,Dist_0016,Retail_0014,1
16,Dist_0017,Retail_0015,1
17,Dist_0018,Retail_0016,1
18,Dist_0019,Retail_0017,1
19,Dist_0020,Retail_0018,1
20,Dist_0021,Retail_0019,1
21,Dist_0022,Retail_0020,1
22,Dist_0023,Retail_0021,1
23,Dist_0024,Retail_0022,1
24,Dist_0025,Retail_0023,1
25,Dist_0026,Retail_0024,1
26,Dist_0027,Retail_0025,1
27,Dist_0028,Trans_0022,1
28,Dist_0029,Retail_0026,1
29,Dist_0030,Retail_0027,1
30,Dist_0031,Retail_0028,1
31,Manuf_0001,Dist_0001,1
32,Manuf_0002,Dist_0002,1
33,Manuf_0003,Dist_0003,1
34,Manuf_0004,Dist_0004,1
35,Manuf_0005,Dist_0005,1
36,Manuf_0006,Dist_0006,1
37,Manuf_0007,Dist_0007,1
38,Manuf_0008,Dist_0008,1
39,Manuf_0009,Dist_0009,1
40,Manuf_0010,Dist_0010,1
41,Manuf_0011,Dist_0011,1
42,Manuf_0012,Dist_0012,1
43,Manuf_0013,Dist_0013,1
44,Manuf_0014,Dist_0014,1
45,Manuf_0014,Dist_0015,1
46,Manuf_0015,Dist_0016,1
47,Manuf_0016,Dist_0017,1
48,Manuf_0017,Dist_0018,1
49,Manuf_0018,Dist_0019,1
50,Manuf_0018,Dist_0020,1
51,Manuf_0019,Dist_0021,1
52,Manuf_0020,Dist_0022,1
53,Manuf_0021,Dist_0023,1
54,Manuf_0021,Dist_0024,1
55,Manuf_0022,Dist_0025,1
56,Manuf_0022,Dist_0026,1
57,Manuf_0023,Dist_0027,1
58,Manuf_0024,Dist_0028,1
59,Part_0001,Trans_0001,1
60,Part_0001,Trans_0002,1
61,Part_0001,Trans_0003,1
62,Part_0001,Trans_0004,1
63,Part_0001,Trans_0005,1
64,Part_0002,Trans_0009,1
65,Part_0002,Trans_0013,1
66,Part_0002,Trans_0017,1
67,Part_0003,Trans_0010,1
68,Part_0003,Trans_0014,1
69,Part_0003,Trans_0018,1
70,Part_0004,Trans_0011,1
71,Part_0004,Trans_0015,1
72,Part_0004,Trans_0019,1
73,Part_0005,Manuf_0001,1
74,Part_0006,Manuf_0002,1
75,Part_0007,Manuf_0003,1
76,Part_0008,Manuf_0004,1
77,Part_0009,Manuf_0005,1
78,Part_0010,Manuf_0006,1
79,Part_0011,Manuf_0007,1
80,Part_0012,Manuf_0008,1
81,Part_0013,Manuf_0009,1
82,Part_0014,Manuf_0010,1
83,Part_0015,Manuf_0011,1
84,Part_0016,Manuf_0012,1
85,Part_0017,Manuf_0013,1
86,Part_0018,Manuf_0013,1
87,Part_0019,Manuf_0013,1
88,Part_0020,Manuf_0014,1
89,Part_0021,Manuf_0014,1
90,Part_0022,Manuf_0014,1
91,Part_0023,Manuf_0015,1
92,Part_0024,Manuf_0015,1
93,Part_0025,Manuf_0015,1
94,Part_0026,Manuf_0013,1
95,Part_0026,Manuf_0014,1
96,Part_0026,Manuf_0015,1
97,Part_0027,Manuf_0016,1
98,Part_0028,Manuf_0016,1
99,Part_0029,Manuf_0016,1
100,Part_0030,Manuf_0017,1
101,Part_0031,Manuf_0017,1
102,Part_0032,Manuf_0017,1
103,Part_0033,Manuf_0018,1
104,Part_0034,Manuf_0018,1
105,Part_0035,Manuf_0018,1
106,Part_0036,Manuf_0019,1
107,Part_0037,Manuf_0019,1
108,Part_0038,Manuf_0019,1
109,Part_0039,Manuf_0020,1
110,Part_0040,Manuf_0020,1
111,Part_0041,Manuf_0020,1
112,Part_0042,Manuf_0021,1
113,Part_0043,Manuf_0021,1
114,Part_0044,Manuf_0021,1
115,Part_0045,Manuf_0022,1
116,Part_0046,Manuf_0022,1
117,Part_0047,Manuf_0022,1
118,Part_0048,Manuf_0023,1
119,Part_0049,Manuf_0024,1
120,Trans_0001,Trans_0006,1
121,Trans_0002,Trans_0007,1
122,Trans_0003,Trans_0008,1
123,Trans_0004,Trans_0012,1
124,Trans_0005,Trans_0016,1
125,Trans_0006,Manuf_0001,1
126,Trans_0006,Manuf_0002,1
127,Trans_0006,Manuf_0003,1
128,Trans_0006,Manuf_0004,1
129,Trans_0006,Manuf_0005,1
130,Trans_0006,Manuf_0006,1
131,Trans_0007,Manuf_0007,1
132,Trans_0007,Manuf_0008,1
133,Trans_0007,Manuf_0009,1
134,Trans_0008,Manuf_0010,1
