,plnt,prod,ub,pipeline,demand
0,0,Dist_0002,598.0,717.6,126.0
1,0,Dist_0004,598.0,2511.6,46.0
2,1,Dist_0002,598.0,717.6,126.0
3,1,Dist_0003,598.0,2571.4,57.0
4,2,Dist_0003,598.0,2571.4,57.0
5,2,Dist_0004,598.0,2511.6,46.0
6,3,Manuf_0003,598.0,5980.0,
7,3,Manuf_0004,598.0,5980.0,
8,4,Dist_0001,598.0,598.0,70.0
9,4,Manuf_0004,598.0,5980.0,
10,5,Dist_0001,598.0,598.0,70.0
11,5,Manuf_0003,598.0,5980.0,
12,6,Trans_0002,598.0,1196.0,
13,6,Trans_0004,598.0,1196.0,
14,7,Trans_0001,598.0,1196.0,
15,7,Trans_0003,598.0,1196.0,
16,8,Trans_0002,598.0,1196.0,
17,8,Trans_0004,598.0,1196.0,
18,9,Manuf_0001,598.0,7176.0,
19,9,Part_0005,598.0,18538.0,
20,10,Manuf_0001,598.0,7176.0,
21,10,Part_0005,598.0,18538.0,
22,11,Manuf_0001,598.0,7176.0,
23,11,Manuf_0002,598.0,5980.0,
24,12,Part_0001,598.0,26910.0,
25,12,Part_0004,598.0,15548.0,
26,13,Part_0001,598.0,26910.0,
27,13,Part_0002,598.0,22425.0,
28,14,Part_0002,598.0,22425.0,
29,14,Part_0003,598.0,31993.0,
30,14,Part_0004,598.0,15548.0,
