,plnt,prod,ub,pipeline,demand
0,0,Retail_0001,746.0,0.0,253.0
1,0,Retail_0003,746.0,0.0,75.0
2,1,Retail_0001,746.0,0.0,253.0
3,1,Retail_0002,746.0,0.0,45.0
4,2,Retail_0002,746.0,0.0,45.0
5,2,Retail_0003,746.0,0.0,75.0
6,3,Manuf_0001,746.0,7460.0,
7,3,Manuf_0002,746.0,7460.0,
8,4,Manuf_0001,746.0,7460.0,
9,4,Manuf_0002,746.0,7460.0,
10,5,Manuf_0001,746.0,7460.0,
11,5,Manuf_0002,746.0,7460.0,
12,6,Part_0002,746.0,11190.0,
13,6,Part_0003,746.0,7460.0,
14,7,Part_0001,746.0,20888.0,
15,7,Part_0003,746.0,7460.0,
16,8,Part_0002,746.0,11190.0,
17,8,Part_0003,746.0,7460.0,
