,plnt,prod,ub,pipeline,demand
0,0,Retail_0005,7200.04,36000.2,223.52
1,0,Retail_0009,7200.04,36000.2,139.19
2,1,Retail_0008,7200.04,7200.04,344.86
3,1,Retail_0017,7200.04,36000.2,82.84
4,2,Retail_0001,7200.04,36000.2,253.56
5,2,Retail_0002,7200.04,7200.04,62.29
6,2,Retail_0003,7200.04,36000.2,140.61
7,2,Retail_0004,7200.04,7200.04,149.46
8,2,Retail_0006,7200.04,7200.04,323.68
9,2,Retail_0007,7200.04,36000.2,129.37
10,2,Retail_0010,7200.04,7200.04,279.27
11,2,Retail_0011,7200.04,36000.2,236.01
12,2,Retail_0012,7200.04,7200.04,240.91
13,2,Retail_0013,7200.04,36000.2,289.93
14,2,Retail_0014,7200.04,7200.04,236.31
15,2,Retail_0015,7200.04,36000.2,156.04
16,2,Retail_0016,7200.04,7200.04,204.47
17,2,Retail_0018,7200.04,7200.04,220.74
18,2,Retail_0019,7200.04,36000.2,319.21
19,2,Retail_0020,7200.04,7200.04,273.0
20,2,Retail_0021,7200.04,36000.2,145.87
21,2,Retail_0022,7200.04,7200.04,123.64
22,2,Retail_0023,7200.04,36000.2,234.71
23,2,Retail_0024,7200.04,7200.04,56.89
24,2,Retail_0025,7200.04,36000.2,298.02
25,2,Retail_0026,7200.04,7200.04,185.22
26,2,Retail_0027,7200.04,36000.2,220.3
27,2,Retail_0028,7200.04,7200.04,310.26
28,2,Retail_0029,7200.04,36000.2,171.58
29,2,Retail_0030,7200.04,7200.04,286.14
30,2,Retail_0031,7200.04,36000.2,107.46
31,2,Retail_0032,7200.04,7200.04,287.36
32,2,Retail_0033,7200.04,36000.2,172.65
33,2,Retail_0034,7200.04,7200.04,294.67
34,3,Dist_0013,7200.04,72000.4,
35,3,Dist_0016,7200.04,72000.4,
36,4,Dist_0004,7200.04,72000.4,
37,4,Dist_0007,7200.04,72000.4,
38,5,Dist_0001,7200.04,72000.4,
39,5,Dist_0002,7200.04,72000.4,
40,5,Dist_0003,7200.04,72000.4,
41,5,Dist_0005,7200.04,72000.4,
