,child,parent,units
0,Dist_0001,Dist_0008,1
1,Dist_0001,Dist_0009,1
2,Dist_0001,Dist_0010,1
3,Dist_0004,Dist_0011,1
4,Manuf_0001,Dist_0001,1
5,Manuf_0002,Dist_0002,1
6,Manuf_0003,Dist_0003,1
7,Manuf_0004,Dist_0004,1
8,Manuf_0005,Dist_0005,1
9,Manuf_0006,Dist_0006,1
10,Manuf_0007,Dist_0007,1
11,Part_0001,Manuf_0001,1
12,Part_0001,Manuf_0002,1
13,Part_0001,Manuf_0003,1
14,Part_0001,Manuf_0004,1
15,Part_0001,Manuf_0005,1
16,Part_0001,Manuf_0006,1
17,Part_0001,Manuf_0007,1
18,Part_0002,Manuf_0001,1
19,Part_0002,Manuf_0002,1
20,Part_0002,Manuf_0003,1
21,Part_0002,Manuf_0004,1
22,Part_0002,Manuf_0005,1
23,Part_0002,Manuf_0006,1
24,Part_0002,Manuf_0007,1
25,Part_0003,Manuf_0001,1
26,Part_0003,Manuf_0002,1
27,Part_0003,Manuf_0003,1
28,Part_0003,Manuf_0004,1
29,Part_0003,Manuf_0005,1
30,Part_0003,Manuf_0006,1
31,Part_0003,Manuf_0007,1
32,Part_0004,Manuf_0001,1
33,Part_0004,Manuf_0002,1
34,Part_0004,Manuf_0003,1
35,Part_0004,Manuf_0004,1
36,Part_0004,Manuf_0005,1
37,Part_0004,Manuf_0006,1
38,Part_0004,Manuf_0007,1
