,child,parent,units
0,Manuf_0001,Trans_0002,1
1,Manuf_0002,Dist_0001,1
2,Manuf_0002,Dist_0002,1
3,Manuf_0002,Dist_0003,1
4,Manuf_0002,Dist_0004,1
5,Manuf_0003,Dist_0005,1
6,Manuf_0003,Dist_0006,1
7,Manuf_0003,Dist_0007,1
8,Manuf_0003,Dist_0008,1
9,Manuf_0003,Dist_0009,1
10,Manuf_0003,Dist_0010,1
11,Manuf_0003,Dist_0011,1
12,Manuf_0003,Dist_0012,1
13,Manuf_0003,Dist_0013,1
14,Manuf_0003,Dist_0014,1
15,Manuf_0003,Dist_0015,1
16,Manuf_0004,Dist_0016,1
17,Manuf_0004,Dist_0017,1
18,Manuf_0004,Dist_0018,1
19,Manuf_0004,Dist_0019,1
20,Manuf_0004,Dist_0020,1
21,Manuf_0004,Dist_0021,1
22,Manuf_0004,Dist_0022,1
23,Manuf_0004,Dist_0023,1
24,Manuf_0004,Dist_0024,1
25,Manuf_0004,Dist_0025,1
26,Manuf_0004,Dist_0026,1
27,Part_0001,Manuf_0001,1
28,Part_0002,Manuf_0001,1
29,Part_0003,Manuf_0001,1
30,Part_0004,Manuf_0001,1
31,Part_0005,Manuf_0001,1
32,Part_0006,Manuf_0001,1
33,Part_0007,Trans_0001,1
34,Part_0008,Trans_0003,1
35,Part_0009,Manuf_0002,1
36,Part_0010,Manuf_0002,1
37,Part_0011,Manuf_0002,1
38,Part_0011,Manuf_0003,1
39,Part_0011,Manuf_0004,1
40,Part_0012,Manuf_0003,1
41,Part_0013,Manuf_0003,1
42,Part_0014,Manuf_0003,1
43,Part_0014,Manuf_0004,1
44,Part_0015,Manuf_0004,1
45,Part_0016,Manuf_0004,1
46,Trans_0001,Manuf_0002,1
47,Trans_0001,Manuf_0003,1
48,Trans_0002,Manuf_0002,1
49,Trans_0002,Manuf_0003,1
50,Trans_0002,Manuf_0004,1
51,Trans_0003,Manuf_0004,1
