,from_node,to_node,distance,cost,time
0,0,1,9.646236213346493,964.6236213346492,14.46935432001974
1,0,2,6.4153366006963966,641.5336600696396,9.623004901044595
2,0,3,8.760542843804128,876.0542843804128,13.140814265706192
3,0,4,6.060668226430302,606.0668226430302,9.091002339645453
4,0,5,14.823105592394503,1482.3105592394504,22.234658388591754
5,0,6,6.467824392798514,646.7824392798514,9.70173658919777
6,0,7,5.684867071049172,568.4867071049173,8.527300606573759
7,0,8,10.140720436473531,1014.0720436473531,15.211080654710297
8,0,9,4.7488873720843765,474.88873720843765,7.123331058126565
9,0,10,30.444030581498495,3044.4030581498496,45.66604587224774
10,0,11,31.975234828598204,3197.5234828598204,47.962852242897306
11,0,12,35.050110949576684,3505.0110949576683,52.57516642436503
12,0,13,20.920317907475447,2092.0317907475446,31.38047686121317
13,0,14,27.02380503551309,2702.3805035513087,40.53570755326963
14,0,15,31.975234828598204,3197.5234828598204,47.962852242897306
15,0,16,23.81688427184859,2381.688427184859,35.72532640777288
16,0,17,27.89933443547511,2789.933443547511,41.84900165321267
17,0,18,39.856291004226954,3985.6291004226955,59.78443650634043
18,0,19,29.001383755662225,2900.1383755662223,43.50207563349334
19,0,20,70.05604865345579,7005.604865345579,105.08407298018369
20,0,21,38.50564630800981,3850.564630800981,57.75846946201471
21,0,22,32.37288856533734,3237.288856533734,48.55933284800601
22,0,23,29.88382053574853,2988.382053574853,44.8257308036228
23,0,24,38.40998369521635,3840.9983695216347,57.61497554282452
24,0,25,23.76378720830383,2376.3787208303834,35.64568081245575
25,0,26,34.4519037105951,3445.1903710595097,51.67785556589264
26,0,27,30.050240974305936,3005.0240974305934,45.075361461458904
27,0,28,35.473083160476264,3547.3083160476262,53.209624740714396
28,0,29,15.199704427941066,1519.9704427941067,22.799556641911597
29,0,30,53.7275342225474,5372.75342225474,80.5913013338211
30,0,31,53.7275342225474,5372.75342225474,80.5913013338211
31,0,32,53.7275342225474,5372.75342225474,80.5913013338211
32,0,33,53.4505795355671,5345.05795355671,80.17586930335065
33,0,34,49.288665972697636,4928.866597269764,73.93299895904646
34,0,35,41.766405278667335,4176.6405278667335,62.649607918001
35,0,36,44.34679598867425,4434.679598867425,66.52019398301138
36,0,37,44.34679598867425,4434.679598867425,66.52019398301138
37,0,38,36.47051106722888,3647.0511067228877,54.70576660084332
38,0,39,42.982531309941564,4298.253130994156,64.47379696491235
39,0,40,34.49843200391139,3449.843200391139,51.747648005867084
40,0,41,34.158447124778476,3415.8447124778477,51.237670687167714
41,0,42,41.47679222460221,4147.67922246022,62.21518833690332
42,0,43,36.66060338087617,3666.060338087617,54.99090507131425
43,0,44,34.14405432743702,3414.405432743702,51.21608149115553
44,0,45,34.14405432743702,3414.405432743702,51.21608149115553
45,0,46,17.16431178706197,1716.431178706197,25.746467680592954
46,0,47,18.16081136773766,1816.081136773766,27.24121705160649
47,0,48,14.796877506375635,1479.6877506375636,22.19531625956345
48,0,49,14.796877506375635,1479.6877506375636,22.19531625956345
49,0,50,14.983903901443151,1498.390390144315,22.475855852164727
50,0,51,17.451543857144202,1745.1543857144202,26.177315785716303
51,0,52,15.032141232667106,1503.2141232667107,22.54821184900066
52,0,53,15.032141232667106,1503.2141232667107,22.54821184900066
53,0,54,15.460172094638773,1546.0172094638774,23.19025814195816
54,0,55,18.848195331695244,1884.8195331695244,28.272292997542866
55,0,56,46.22990810012356,4622.990810012356,69.34486215018534
56,0,57,68.16334036505665,6816.334036505666,102.24501054758498
57,0,58,57.16962818399954,5716.962818399954,85.75444227599932
58,0,59,51.91164070750702,5191.164070750702,77.86746106126053
59,0,60,51.91164070750702,5191.164070750702,77.86746106126053
60,0,61,51.91164070750702,5191.164070750702,77.86746106126053
61,0,62,40.59041924888593,4059.041924888593,60.8856288733289
62,0,63,41.56749385996377,4156.749385996377,62.35124078994565
63,0,64,44.267845800166185,4426.784580016619,66.40176870024928
64,0,65,46.18077391322556,4618.077391322556,69.27116086983834
65,0,66,44.14099573538565,4414.099573538565,66.21149360307848
